  
       XFOIL         Version 6.99
  
 Calculated polar for: S813                                            
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.200 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -10.000  -0.5877   0.03648   0.03013  -0.1014   0.8879   0.0316
  -9.900  -0.5851   0.03574   0.02925  -0.1005   0.8859   0.0317
  -9.800  -0.5810   0.03479   0.02815  -0.0998   0.8842   0.0317
  -9.700  -0.5806   0.03495   0.02816  -0.0984   0.8818   0.0322
  -9.600  -0.5758   0.03364   0.02673  -0.0980   0.8798   0.0323
  -9.500  -0.5691   0.03183   0.02482  -0.0980   0.8782   0.0330
  -9.400  -0.5612   0.03082   0.02376  -0.0979   0.8765   0.0334
  -9.300  -0.5532   0.03010   0.02298  -0.0977   0.8749   0.0338
  -9.200  -0.5449   0.02941   0.02222  -0.0975   0.8734   0.0342
  -9.100  -0.5361   0.02870   0.02144  -0.0973   0.8720   0.0344
  -9.000  -0.5271   0.02806   0.02073  -0.0971   0.8707   0.0347
  -8.900  -0.5181   0.02747   0.02008  -0.0969   0.8695   0.0352
  -8.800  -0.5086   0.02691   0.01945  -0.0968   0.8684   0.0356
  -8.700  -0.4993   0.02639   0.01887  -0.0966   0.8670   0.0361
  -8.600  -0.4900   0.02592   0.01836  -0.0965   0.8653   0.0366
  -8.500  -0.4803   0.02544   0.01783  -0.0964   0.8638   0.0372
  -8.400  -0.4713   0.02504   0.01740  -0.0962   0.8622   0.0379
  -8.300  -0.4627   0.02473   0.01702  -0.0959   0.8606   0.0388
  -8.200  -0.4537   0.02441   0.01663  -0.0957   0.8592   0.0396
  -8.100  -0.4456   0.02422   0.01637  -0.0953   0.8578   0.0405
  -8.000  -0.4349   0.02365   0.01576  -0.0953   0.8567   0.0411
  -7.900  -0.4243   0.02285   0.01498  -0.0953   0.8558   0.0421
  -7.800  -0.4160   0.02235   0.01450  -0.0950   0.8548   0.0431
  -7.700  -0.4082   0.02201   0.01415  -0.0947   0.8538   0.0439
  -7.600  -0.4009   0.02170   0.01383  -0.0942   0.8528   0.0450
  -7.500  -0.3941   0.02144   0.01358  -0.0937   0.8514   0.0460
  -7.400  -0.3875   0.02120   0.01333  -0.0932   0.8499   0.0472
  -7.300  -0.3805   0.02100   0.01311  -0.0927   0.8485   0.0486
  -7.200  -0.3732   0.02083   0.01290  -0.0923   0.8471   0.0502
  -7.100  -0.3666   0.02060   0.01265  -0.0917   0.8458   0.0515
  -7.000  -0.3633   0.02015   0.01222  -0.0908   0.8444   0.0535
  -6.900  -0.3581   0.01987   0.01194  -0.0900   0.8431   0.0556
  -6.800  -0.3519   0.01963   0.01169  -0.0894   0.8419   0.0580
  -6.700  -0.3453   0.01940   0.01143  -0.0887   0.8408   0.0608
  -6.600  -0.3397   0.01912   0.01112  -0.0880   0.8397   0.0641
  -6.500  -0.3350   0.01877   0.01082  -0.0871   0.8386   0.0695
  -6.400  -0.3305   0.01841   0.01050  -0.0862   0.8376   0.0798
  -6.300  -0.3281   0.01802   0.01027  -0.0851   0.8360   0.0987
  -6.200  -0.3276   0.01750   0.01003  -0.0839   0.8344   0.1371
  -6.100  -0.3256   0.01707   0.00985  -0.0829   0.8329   0.1800
  -6.000  -0.3219   0.01673   0.00971  -0.0820   0.8316   0.2187
  -5.900  -0.3176   0.01643   0.00958  -0.0813   0.8303   0.2533
  -5.800  -0.3127   0.01616   0.00946  -0.0806   0.8291   0.2868
  -5.700  -0.3071   0.01592   0.00935  -0.0799   0.8281   0.3190
  -5.600  -0.3012   0.01568   0.00923  -0.0793   0.8271   0.3514
  -5.500  -0.2949   0.01545   0.00914  -0.0787   0.8261   0.3848
  -5.400  -0.2884   0.01524   0.00906  -0.0781   0.8253   0.4180
  -5.300  -0.2816   0.01503   0.00902  -0.0774   0.8245   0.4529
  -5.200  -0.2745   0.01488   0.00903  -0.0768   0.8237   0.4903
  -5.100  -0.2664   0.01481   0.00911  -0.0762   0.8230   0.5244
  -5.000  -0.2585   0.01487   0.00930  -0.0755   0.8220   0.5558
  -4.900  -0.2514   0.01503   0.00955  -0.0748   0.8206   0.5801
  -4.800  -0.2436   0.01524   0.00981  -0.0741   0.8192   0.6014
  -4.700  -0.2351   0.01545   0.01004  -0.0736   0.8179   0.6176
  -4.600  -0.2263   0.01567   0.01024  -0.0731   0.8168   0.6318
  -4.500  -0.2172   0.01588   0.01042  -0.0727   0.8158   0.6439
  -4.400  -0.2078   0.01610   0.01062  -0.0723   0.8149   0.6539
  -4.300  -0.1979   0.01632   0.01083  -0.0719   0.8140   0.6614
  -4.200  -0.1883   0.01651   0.01097  -0.0715   0.8132   0.6698
  -4.100  -0.1779   0.01673   0.01118  -0.0712   0.8124   0.6757
  -4.000  -0.1675   0.01694   0.01136  -0.0709   0.8117   0.6818
