  
       XFOIL         Version 6.99
  
 Calculated polar for: G28A14                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.200 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -13.000  -1.2344   0.02578   0.01954  -0.0251   0.9889   0.2006
 -12.750  -1.2263   0.02557   0.01939  -0.0225   0.9830   0.2318
 -12.500  -1.2120   0.02552   0.01927  -0.0206   0.9769   0.2493
 -12.250  -1.1919   0.02563   0.01932  -0.0195   0.9715   0.2621
 -12.000  -1.1671   0.02583   0.01939  -0.0193   0.9673   0.2727
 -11.750  -1.1531   0.02584   0.01934  -0.0169   0.9603   0.2800
 -11.500  -1.1250   0.02605   0.01944  -0.0172   0.9561   0.2885
 -11.250  -1.1061   0.02631   0.01967  -0.0156   0.9504   0.2950
 -11.000  -1.0895   0.02628   0.01940  -0.0137   0.9441   0.3018
 -10.750  -1.0522   0.02658   0.01979  -0.0155   0.9412   0.3071
 -10.500  -1.0323   0.02672   0.01987  -0.0141   0.9353   0.3122
 -10.250  -1.0157   0.02663   0.01956  -0.0121   0.9290   0.3178
 -10.000  -0.9782   0.02681   0.01981  -0.0140   0.9260   0.3229
  -9.750  -0.9389   0.02702   0.02000  -0.0161   0.9239   0.3283
  -9.500  -0.9365   0.02687   0.01973  -0.0115   0.9143   0.3323
  -9.250  -0.9065   0.02673   0.01946  -0.0120   0.9106   0.3376
  -9.000  -0.8653   0.02693   0.01975  -0.0144   0.9085   0.3429
  -8.750  -0.8561   0.02700   0.01978  -0.0109   0.9001   0.3475
  -8.500  -0.8321   0.02691   0.01950  -0.0103   0.8952   0.3531
  -8.250  -0.7936   0.02650   0.01911  -0.0124   0.8928   0.3573
  -8.000  -0.7534   0.02620   0.01880  -0.0148   0.8911   0.3607
  -7.750  -0.7496   0.02610   0.01864  -0.0105   0.8811   0.3631
  -7.500  -0.7178   0.02577   0.01821  -0.0113   0.8776   0.3671
  -7.250  -0.6828   0.02540   0.01768  -0.0127   0.8752   0.3712
  -7.000  -0.6505   0.02496   0.01718  -0.0137   0.8723   0.3747
  -6.750  -0.6410   0.02485   0.01710  -0.0103   0.8626   0.3773
  -6.500  -0.6047   0.02452   0.01675  -0.0119   0.8599   0.3809
  -6.250  -0.5669   0.02413   0.01630  -0.0138   0.8581   0.3850
  -6.000  -0.5288   0.02374   0.01579  -0.0158   0.8565   0.3893
  -5.750  -0.5310   0.02389   0.01583  -0.0102   0.8444   0.3918
  -5.500  -0.4914   0.02331   0.01532  -0.0125   0.8424   0.3959
  -5.250  -0.4516   0.02289   0.01492  -0.0147   0.8408   0.3998
  -5.000  -0.4115   0.02245   0.01444  -0.0169   0.8394   0.4041
  -4.000  -0.2935   0.02115   0.01307  -0.0181   0.8225   0.4197
  -3.750  -0.2508   0.02060   0.01250  -0.0208   0.8217   0.4244
  -2.750  -0.1250   0.01922   0.01114  -0.0233   0.8050   0.4414
  -2.500  -0.0772   0.01869   0.01059  -0.0271   0.8041   0.4466
  -1.500   0.0394   0.01767   0.00966  -0.0279   0.7827   0.4654
  -1.000   0.1068   0.01702   0.00910  -0.0302   0.7721   0.4758
  -0.750   0.1640   0.01651   0.00863  -0.0360   0.7698   0.4835
  -0.250   0.2121   0.01617   0.00838  -0.0344   0.7551   0.4950
   0.000   0.2727   0.01574   0.00801  -0.0411   0.7517   0.5043
   0.250   0.2734   0.01580   0.00809  -0.0355   0.7416   0.5104
   0.500   0.3184   0.01545   0.00787  -0.0390   0.7361   0.5206
   0.750   0.3637   0.01520   0.00767  -0.0426   0.7305   0.5325
   1.000   0.3682   0.01517   0.00775  -0.0378   0.7207   0.5421
   1.250   0.4200   0.01481   0.00750  -0.0427   0.7150   0.5611
   1.500   0.4186   0.01481   0.00765  -0.0367   0.7050   0.5780
   1.750   0.4575   0.01445   0.00751  -0.0389   0.6982   0.6144
   2.000   0.4623   0.01428   0.00767  -0.0341   0.6892   0.6678
   2.250   0.5238   0.01402   0.00800  -0.0406   0.6810   0.7970
   2.500   0.6016   0.01441   0.00861  -0.0507   0.6710   0.8648
   2.750   0.6684   0.01473   0.00894  -0.0584   0.6614   0.8906
   3.000   0.7027   0.01516   0.00941  -0.0595   0.6504   0.9082
   3.250   0.7525   0.01546   0.00964  -0.0636   0.6409   0.9199
   3.500   0.7743   0.01585   0.01010  -0.0622   0.6291   0.9345
   3.750   0.8259   0.01621   0.01046  -0.0670   0.6163   0.9409
   4.000   0.8587   0.01644   0.01064  -0.0678   0.6012   0.9523
   4.250   0.8957   0.01663   0.01079  -0.0697   0.5830   0.9609
   4.500   0.9265   0.01679   0.01092  -0.0704   0.5652   0.9703
   4.750   0.9544   0.01696   0.01107  -0.0706   0.5475   0.9805
   5.000   0.9881   0.01703   0.01112  -0.0723   0.5267   0.9883
   5.250   1.0219   0.01715   0.01122  -0.0741   0.5064   0.9963
   5.500   1.0395   0.01730   0.01133  -0.0727   0.4894   1.0000
   5.750   1.0358   0.01749   0.01146  -0.0670   0.4763   1.0000
   6.000   1.0299   0.01770   0.01165  -0.0609   0.4623   1.0000
   6.250   1.0249   0.01794   0.01187  -0.0550   0.4482   1.0000
   6.500   1.0214   0.01823   0.01212  -0.0495   0.4340   1.0000
   6.750   1.0179   0.01856   0.01240  -0.0440   0.4192   1.0000
   7.000   1.0143   0.01895   0.01273  -0.0386   0.4041   1.0000
   7.250   1.0106   0.01939   0.01311  -0.0333   0.3879   1.0000
   7.500   1.0080   0.01989   0.01355  -0.0283   0.3715   1.0000
   7.750   1.0050   0.02046   0.01407  -0.0233   0.3541   1.0000
   8.000   1.0018   0.02113   0.01467  -0.0185   0.3357   1.0000
   8.250   0.9992   0.02186   0.01535  -0.0139   0.3154   1.0000
   8.500   0.9951   0.02274   0.01615  -0.0093   0.2919   1.0000
   8.750   0.9879   0.02385   0.01712  -0.0044   0.2661   1.0000
   9.000   0.9779   0.02523   0.01833   0.0004   0.2332   1.0000
   9.250   0.9658   0.02691   0.01979   0.0052   0.1955   1.0000
   9.500   0.9527   0.02886   0.02150   0.0097   0.1618   1.0000
   9.750   0.9427   0.03081   0.02327   0.0135   0.1401   1.0000
  10.000   0.9367   0.03267   0.02502   0.0167   0.1250   1.0000
  10.250   0.9315   0.03460   0.02685   0.0196   0.1151   1.0000
  10.500   0.9325   0.03620   0.02845   0.0217   0.1071   1.0000
  10.750   0.9308   0.03807   0.03027   0.0240   0.1015   1.0000
  11.000   0.9336   0.03969   0.03190   0.0257   0.0957   1.0000
  11.250   0.9333   0.04158   0.03372   0.0276   0.0913   1.0000
  11.500   0.9396   0.04303   0.03524   0.0290   0.0872   1.0000
  11.750   0.9435   0.04469   0.03686   0.0303   0.0835   1.0000
  12.000   0.9493   0.04625   0.03841   0.0316   0.0799   1.0000
  12.250   0.9571   0.04768   0.03989   0.0327   0.0768   1.0000
  12.500   0.9640   0.04919   0.04135   0.0337   0.0740   1.0000
  12.750   0.9743   0.05044   0.04259   0.0347   0.0714   1.0000
  13.000   0.9822   0.05196   0.04419   0.0356   0.0687   1.0000
