  
       XFOIL         Version 6.99
  
 Calculated polar for: G36A6                                           
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.200 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -13.000  -1.3267   0.02684   0.02032  -0.0090   1.0000   0.2133
 -12.750  -1.3254   0.02664   0.02009  -0.0045   1.0000   0.2192
 -12.500  -1.3216   0.02650   0.01987  -0.0004   1.0000   0.2246
 -12.250  -1.3189   0.02630   0.01945   0.0040   1.0000   0.2303
 -12.000  -1.3091   0.02617   0.01939   0.0071   1.0000   0.2353
 -11.750  -1.3006   0.02608   0.01924   0.0104   1.0000   0.2402
 -11.500  -1.2941   0.02594   0.01891   0.0141   1.0000   0.2453
 -11.250  -1.2813   0.02576   0.01874   0.0167   1.0000   0.2497
 -11.000  -1.2691   0.02576   0.01875   0.0194   1.0000   0.2542
 -10.750  -1.2195   0.02656   0.01931   0.0148   0.9895   0.2617
 -10.500  -1.1789   0.02683   0.01962   0.0120   0.9831   0.2668
 -10.250  -1.1453   0.02699   0.01976   0.0108   0.9750   0.2717
 -10.000  -1.1118   0.02724   0.01983   0.0094   0.9699   0.2773
  -9.750  -1.0871   0.02699   0.01954   0.0098   0.9622   0.2818
  -9.500  -1.0514   0.02722   0.01982   0.0082   0.9575   0.2863
  -9.250  -1.0262   0.02727   0.01979   0.0085   0.9509   0.2916
  -9.000  -1.0012   0.02717   0.01950   0.0089   0.9446   0.2969
  -8.750  -0.9595   0.02741   0.01988   0.0062   0.9415   0.3020
  -8.500  -0.9413   0.02717   0.01960   0.0079   0.9332   0.3056
  -8.250  -0.9086   0.02699   0.01930   0.0069   0.9286   0.3099
  -8.000  -0.8695   0.02686   0.01898   0.0046   0.9257   0.3142
  -7.750  -0.8536   0.02641   0.01859   0.0068   0.9164   0.3171
  -7.500  -0.8164   0.02630   0.01850   0.0049   0.9126   0.3209
  -7.250  -0.7743   0.02621   0.01834   0.0021   0.9101   0.3257
  -7.000  -0.7638   0.02588   0.01788   0.0054   0.8998   0.3293
  -6.750  -0.7259   0.02553   0.01748   0.0035   0.8963   0.3335
  -6.500  -0.6826   0.02531   0.01731   0.0005   0.8942   0.3377
  -6.250  -0.6694   0.02507   0.01705   0.0033   0.8836   0.3413
  -6.000  -0.6322   0.02482   0.01671   0.0016   0.8800   0.3467
  -5.750  -0.5911   0.02445   0.01628  -0.0009   0.8778   0.3520
  -5.500  -0.5768   0.02419   0.01607   0.0017   0.8671   0.3553
  -5.250  -0.5385   0.02387   0.01575  -0.0002   0.8637   0.3604
  -5.000  -0.4977   0.02351   0.01531  -0.0025   0.8615   0.3662
  -4.500  -0.4440   0.02277   0.01460  -0.0019   0.8473   0.3754
  -4.250  -0.4031   0.02236   0.01419  -0.0042   0.8450   0.3815
  -4.000  -0.3622   0.02192   0.01367  -0.0065   0.8432   0.3877
  -3.750  -0.3497   0.02165   0.01343  -0.0035   0.8309   0.3916
  -3.500  -0.3083   0.02110   0.01295  -0.0059   0.8286   0.3976
  -3.250  -0.2664   0.02055   0.01239  -0.0082   0.8270   0.4043
  -2.750  -0.2120   0.01971   0.01160  -0.0076   0.8126   0.4148
  -2.500  -0.1704   0.01908   0.01100  -0.0099   0.8108   0.4215
  -2.250  -0.1274   0.01846   0.01032  -0.0124   0.8093   0.4286
  -1.750  -0.0685   0.01753   0.00955  -0.0126   0.7944   0.4407
  -1.500  -0.0205   0.01686   0.00885  -0.0162   0.7921   0.4484
  -1.250  -0.0027   0.01662   0.00870  -0.0140   0.7799   0.4543
  -1.000   0.0469   0.01594   0.00807  -0.0181   0.7758   0.4630
  -0.750   0.0726   0.01569   0.00780  -0.0174   0.7644   0.4701
  -0.500   0.1234   0.01505   0.00728  -0.0219   0.7578   0.4795
  -0.250   0.1507   0.01485   0.00706  -0.0216   0.7451   0.4884
   0.000   0.1993   0.01436   0.00666  -0.0258   0.7352   0.4992
   0.250   0.2342   0.01414   0.00643  -0.0271   0.7221   0.5105
   0.500   0.2609   0.01396   0.00634  -0.0268   0.7078   0.5224
   0.750   0.2934   0.01378   0.00621  -0.0278   0.6944   0.5380
   1.000   0.3326   0.01356   0.00607  -0.0302   0.6820   0.5600
   1.250   0.3514   0.01344   0.00609  -0.0283   0.6680   0.5884
   1.500   0.3676   0.01320   0.00617  -0.0258   0.6549   0.6436
   1.750   0.5240   0.01378   0.00756  -0.0523   0.6360   0.8539
   2.000   0.5768   0.01445   0.00817  -0.0570   0.6222   0.8867
   2.250   0.6218   0.01510   0.00874  -0.0600   0.6090   0.9046
   2.500   0.6507   0.01564   0.00927  -0.0599   0.5960   0.9196
   2.750   0.7023   0.01624   0.00982  -0.0646   0.5832   0.9293
   3.000   0.7504   0.01674   0.01023  -0.0687   0.5712   0.9384
   3.250   0.7797   0.01715   0.01067  -0.0689   0.5596   0.9502
   3.500   0.8356   0.01754   0.01099  -0.0749   0.5480   0.9552
   3.750   0.8705   0.01787   0.01134  -0.0765   0.5369   0.9652
   4.000   0.9177   0.01808   0.01154  -0.0807   0.5239   0.9715
   4.250   0.9503   0.01831   0.01170  -0.0819   0.5103   0.9803
   4.500   0.9898   0.01832   0.01164  -0.0847   0.4950   0.9868
   4.750   1.0208   0.01831   0.01170  -0.0858   0.4819   0.9947
   5.000   1.0518   0.01832   0.01170  -0.0870   0.4683   1.0000
   5.250   1.0576   0.01848   0.01180  -0.0830   0.4591   1.0000
   5.500   1.0561   0.01860   0.01197  -0.0776   0.4494   1.0000
   5.750   1.0607   0.01878   0.01208  -0.0733   0.4397   1.0000
   6.000   1.0593   0.01893   0.01230  -0.0680   0.4301   1.0000
   6.250   1.0648   0.01915   0.01244  -0.0640   0.4209   1.0000
   6.500   1.0645   0.01933   0.01271  -0.0589   0.4114   1.0000
   7.000   1.0693   0.01979   0.01318  -0.0499   0.3924   1.0000
   7.250   1.0717   0.02007   0.01343  -0.0454   0.3826   1.0000
   7.500   1.0723   0.02034   0.01376  -0.0407   0.3719   1.0000
   7.750   1.0730   0.02067   0.01408  -0.0360   0.3608   1.0000
   8.000   1.0732   0.02104   0.01444  -0.0314   0.3493   1.0000
   8.250   1.0735   0.02143   0.01487  -0.0268   0.3364   1.0000
   8.500   1.0723   0.02190   0.01534  -0.0221   0.3217   1.0000
   8.750   1.0703   0.02247   0.01589  -0.0174   0.3050   1.0000
   9.000   1.0658   0.02319   0.01655  -0.0124   0.2844   1.0000
   9.250   1.0575   0.02415   0.01741  -0.0071   0.2574   1.0000
   9.500   1.0454   0.02544   0.01852  -0.0016   0.2232   1.0000
   9.750   1.0276   0.02721   0.02003   0.0042   0.1836   1.0000
  10.000   1.0116   0.02915   0.02175   0.0094   0.1524   1.0000
  10.250   0.9975   0.03121   0.02363   0.0139   0.1304   1.0000
  10.500   0.9879   0.03317   0.02551   0.0177   0.1178   1.0000
  10.750   0.9810   0.03512   0.02742   0.0208   0.1095   1.0000
  11.000   0.9735   0.03722   0.02948   0.0238   0.1033   1.0000
  11.250   0.9710   0.03910   0.03139   0.0261   0.0976   1.0000
  11.500   0.9670   0.04120   0.03347   0.0282   0.0932   1.0000
  11.750   0.9646   0.04326   0.03553   0.0302   0.0892   1.0000
  12.000   0.9660   0.04510   0.03741   0.0317   0.0854   1.0000
  12.250   0.9641   0.04722   0.03946   0.0333   0.0819   1.0000
  12.500   0.9680   0.04895   0.04126   0.0346   0.0789   1.0000
  12.750   0.9715   0.05076   0.04309   0.0357   0.0758   1.0000
  13.000   0.9759   0.05245   0.04474   0.0368   0.0734   1.0000
