  
       XFOIL         Version 6.99
  
 Calculated polar for: G56A8                                           
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.200 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -13.000  -1.2202   0.03047   0.02317  -0.0247   1.0000   0.1236
 -12.750  -1.2219   0.02975   0.02240  -0.0200   1.0000   0.1304
 -12.500  -1.2248   0.02902   0.02170  -0.0150   1.0000   0.1370
 -12.250  -1.2244   0.02850   0.02108  -0.0103   1.0000   0.1455
 -12.000  -1.2271   0.02796   0.02059  -0.0050   1.0000   0.1523
 -11.750  -1.2264   0.02756   0.02011  -0.0001   1.0000   0.1601
 -11.500  -1.2274   0.02726   0.01979   0.0051   1.0000   0.1670
 -11.250  -1.2264   0.02696   0.01939   0.0101   1.0000   0.1737
 -11.000  -1.2247   0.02670   0.01914   0.0150   1.0000   0.1798
 -10.750  -1.2193   0.02651   0.01877   0.0193   1.0000   0.1864
 -10.500  -1.2107   0.02616   0.01851   0.0228   1.0000   0.1921
 -10.250  -1.2022   0.02597   0.01824   0.0264   1.0000   0.1980
 -10.000  -1.1926   0.02573   0.01789   0.0299   1.0000   0.2038
  -9.750  -1.1807   0.02547   0.01768   0.0329   1.0000   0.2089
  -9.500  -1.1699   0.02530   0.01744   0.0361   1.0000   0.2146
  -9.250  -1.1577   0.02507   0.01709   0.0391   1.0000   0.2199
  -9.000  -1.1425   0.02479   0.01688   0.0413   1.0000   0.2244
  -8.750  -1.1298   0.02465   0.01669   0.0442   1.0000   0.2299
  -8.500  -1.1175   0.02452   0.01641   0.0472   1.0000   0.2348
  -8.250  -1.0965   0.02429   0.01627   0.0483   0.9994   0.2400
  -8.000  -1.0682   0.02468   0.01665   0.0480   0.9960   0.2460
  -7.750  -1.0403   0.02530   0.01711   0.0479   0.9928   0.2522
  -7.500  -1.0109   0.02511   0.01702   0.0473   0.9874   0.2582
  -7.250  -0.9737   0.02587   0.01776   0.0453   0.9815   0.2654
  -7.000  -0.9150   0.02604   0.01792   0.0393   0.9620   0.2751
  -6.750  -0.8756   0.02610   0.01799   0.0371   0.9505   0.2830
  -6.500  -0.8401   0.02605   0.01787   0.0357   0.9416   0.2909
  -6.250  -0.7994   0.02597   0.01786   0.0332   0.9352   0.2979
  -6.000  -0.7690   0.02570   0.01754   0.0328   0.9260   0.3047
  -5.750  -0.7253   0.02553   0.01741   0.0298   0.9210   0.3126
  -5.500  -0.6972   0.02517   0.01707   0.0299   0.9119   0.3192
  -5.250  -0.6558   0.02504   0.01684   0.0274   0.9069   0.3278
  -5.000  -0.6261   0.02456   0.01648   0.0272   0.8985   0.3351
  -4.750  -0.5870   0.02431   0.01620   0.0252   0.8931   0.3446
  -4.500  -0.5394   0.02393   0.01590   0.0215   0.8899   0.3542
  -4.250  -0.5164   0.02340   0.01537   0.0228   0.8790   0.3625
  -4.000  -0.4681   0.02287   0.01488   0.0191   0.8758   0.3731
  -3.750  -0.4457   0.02229   0.01434   0.0206   0.8641   0.3819
  -3.500  -0.3991   0.02164   0.01372   0.0172   0.8602   0.3934
  -3.250  -0.3777   0.02103   0.01317   0.0190   0.8475   0.4031
  -3.000  -0.3345   0.02029   0.01249   0.0164   0.8422   0.4151
  -2.750  -0.3095   0.01959   0.01185   0.0176   0.8285   0.4256
  -2.500  -0.2854   0.01887   0.01120   0.0189   0.8120   0.4368
  -2.250  -0.2693   0.01828   0.01066   0.0218   0.7872   0.4474
  -2.000  -0.2379   0.01743   0.00987   0.0218   0.7592   0.4606
  -1.750  -0.1769   0.01610   0.00853   0.0163   0.7257   0.4797
  -1.500  -0.0647   0.01448   0.00670   0.0001   0.6711   0.5100
  -1.250  -0.0141   0.01427   0.00629  -0.0045   0.6267   0.5365
  -1.000   0.0153   0.01418   0.00619  -0.0049   0.6009   0.5669
  -0.750   0.0392   0.01397   0.00617  -0.0041   0.5824   0.6168
   0.000   0.3329   0.01697   0.00969  -0.0463   0.5304   0.8880
   0.250   0.3697   0.01765   0.01031  -0.0477   0.5213   0.9033
   0.500   0.4330   0.01845   0.01093  -0.0547   0.5125   0.9115
   0.750   0.4737   0.01899   0.01146  -0.0571   0.5050   0.9222
   1.000   0.5257   0.01951   0.01190  -0.0620   0.4976   0.9302
   1.250   0.5800   0.02004   0.01231  -0.0675   0.4907   0.9378
   1.500   0.6292   0.02033   0.01262  -0.0719   0.4840   0.9445
   1.750   0.6730   0.02067   0.01291  -0.0754   0.4781   0.9529
   2.000   0.7404   0.02100   0.01312  -0.0839   0.4719   0.9574
   2.250   0.7780   0.02127   0.01343  -0.0862   0.4668   0.9667
   2.500   0.8271   0.02126   0.01343  -0.0909   0.4607   0.9720
   2.750   0.8702   0.02155   0.01369  -0.0945   0.4556   0.9798
   3.000   0.9380   0.02167   0.01372  -0.1034   0.4496   0.9841
   3.250   0.9762   0.02164   0.01379  -0.1060   0.4446   0.9921
   3.500   1.0293   0.02141   0.01359  -0.1118   0.4392   0.9982
   3.750   1.0656   0.02154   0.01369  -0.1142   0.4345   1.0000
