  
       XFOIL         Version 6.99
  
 Calculated polar for: G04A9                                           
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.200 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -13.000  -0.9205   0.02065   0.01456  -0.0727   0.9494   0.2632
 -12.750  -0.8950   0.02018   0.01400  -0.0733   0.9373   0.2774
 -12.500  -0.8722   0.01982   0.01344  -0.0733   0.9262   0.2892
 -12.250  -0.8464   0.01962   0.01324  -0.0734   0.9170   0.2987
 -12.000  -0.8324   0.01950   0.01295  -0.0712   0.9055   0.3069
 -11.750  -0.8083   0.01945   0.01287  -0.0706   0.8977   0.3144
 -11.500  -0.7975   0.01943   0.01266  -0.0677   0.8879   0.3216
 -11.250  -0.7747   0.01937   0.01261  -0.0668   0.8811   0.3280
 -11.000  -0.7545   0.01939   0.01252  -0.0654   0.8754   0.3348
 -10.750  -0.7432   0.01936   0.01235  -0.0625   0.8681   0.3410
 -10.500  -0.7184   0.01938   0.01241  -0.0618   0.8627   0.3474
 -10.250  -0.6989   0.01942   0.01232  -0.0602   0.8578   0.3547
 -10.000  -0.6817   0.01933   0.01216  -0.0584   0.8524   0.3605
  -9.750  -0.6582   0.01936   0.01224  -0.0575   0.8475   0.3665
  -9.500  -0.6399   0.01940   0.01217  -0.0557   0.8430   0.3737
  -9.250  -0.6163   0.01928   0.01199  -0.0549   0.8393   0.3802
  -9.000  -0.5903   0.01932   0.01206  -0.0545   0.8358   0.3867
  -8.750  -0.5743   0.01931   0.01195  -0.0524   0.8309   0.3926
  -8.500  -0.5535   0.01908   0.01164  -0.0512   0.8266   0.3972
  -8.250  -0.5258   0.01887   0.01147  -0.0512   0.8232   0.4014
  -8.000  -0.4999   0.01874   0.01129  -0.0508   0.8201   0.4063
  -7.750  -0.4761   0.01864   0.01106  -0.0501   0.8171   0.4118
  -7.250  -0.4316   0.01837   0.01080  -0.0482   0.8091   0.4206
  -7.000  -0.4080   0.01830   0.01072  -0.0475   0.8056   0.4256
  -6.750  -0.3854   0.01823   0.01056  -0.0465   0.8023   0.4310
  -6.500  -0.3593   0.01804   0.01032  -0.0462   0.7994   0.4360
  -6.250  -0.3302   0.01792   0.01022  -0.0464   0.7967   0.4408
  -6.000  -0.3098   0.01795   0.01025  -0.0452   0.7930   0.4457
  -5.750  -0.2910   0.01801   0.01025  -0.0437   0.7891   0.4513
  -5.500  -0.2670   0.01791   0.01019  -0.0431   0.7856   0.4562
  -5.250  -0.2410   0.01783   0.01014  -0.0427   0.7823   0.4614
  -5.000  -0.2146   0.01776   0.01003  -0.0424   0.7794   0.4673
  -4.750  -0.1882   0.01773   0.00992  -0.0421   0.7769   0.4733
  -4.500  -0.1657   0.01777   0.01006  -0.0413   0.7738   0.4786
  -4.250  -0.1480   0.01792   0.01025  -0.0396   0.7694   0.4842
  -4.000  -0.1267   0.01798   0.01027  -0.0385   0.7654   0.4903
  -3.750  -0.1005   0.01789   0.01025  -0.0383   0.7621   0.4963
  -3.500  -0.0735   0.01787   0.01026  -0.0381   0.7595   0.5032
  -3.250  -0.0465   0.01790   0.01021  -0.0379   0.7572   0.5109
  -3.000  -0.0235   0.01798   0.01041  -0.0371   0.7539   0.5172
  -2.750  -0.0117   0.01828   0.01080  -0.0345   0.7483   0.5242
  -2.500   0.0091   0.01840   0.01094  -0.0334   0.7444   0.5325
  -2.250   0.0351   0.01840   0.01102  -0.0330   0.7415   0.5412
  -2.000   0.0629   0.01836   0.01098  -0.0329   0.7388   0.5513
  -1.750   0.0934   0.01830   0.01101  -0.0333   0.7366   0.5615
  -1.500   0.1013   0.01879   0.01158  -0.0300   0.7312   0.5718
  -1.250   0.1129   0.01913   0.01205  -0.0274   0.7254   0.5827
  -1.000   0.1386   0.01913   0.01213  -0.0269   0.7220   0.5957
  -0.750   0.1669   0.01910   0.01216  -0.0268   0.7195   0.6109
  -0.500   0.1972   0.01905   0.01217  -0.0271   0.7172   0.6270
  -0.250   0.2046   0.01950   0.01277  -0.0236   0.7105   0.6407
   0.000   0.2229   0.01952   0.01288  -0.0216   0.7038   0.6569
   0.250   0.2621   0.01899   0.01240  -0.0230   0.7001   0.6749
   0.500   0.3019   0.01853   0.01197  -0.0245   0.6970   0.6929
   0.750   0.3096   0.01889   0.01243  -0.0209   0.6899   0.7092
   1.000   0.3301   0.01891   0.01258  -0.0194   0.6841   0.7247
   1.250   0.3632   0.01863   0.01238  -0.0199   0.6805   0.7407
   1.500   0.4012   0.01828   0.01207  -0.0212   0.6776   0.7569
   1.750   0.4149   0.01847   0.01236  -0.0186   0.6713   0.7732
   2.000   0.4330   0.01849   0.01251  -0.0166   0.6646   0.7887
   2.250   0.4694   0.01812   0.01222  -0.0176   0.6606   0.8038
   2.500   0.5116   0.01769   0.01182  -0.0197   0.6575   0.8185
   2.750   0.5172   0.01793   0.01220  -0.0156   0.6490   0.8355
   3.000   0.5500   0.01762   0.01198  -0.0160   0.6432   0.8509
   3.250   0.5973   0.01712   0.01151  -0.0190   0.6391   0.8642
   3.500   0.6144   0.01719   0.01173  -0.0170   0.6303   0.8810
   3.750   0.6523   0.01677   0.01134  -0.0183   0.6234   0.8956
   4.000   0.6909   0.01639   0.01103  -0.0200   0.6128   0.9072
   4.250   0.7381   0.01568   0.01027  -0.0229   0.6015   0.9173
   4.500   0.7646   0.01558   0.01027  -0.0226   0.5871   0.9321
   4.750   0.8075   0.01549   0.01022  -0.0254   0.5705   0.9393
   5.000   0.8429   0.01542   0.01016  -0.0269   0.5514   0.9504
   5.250   0.8821   0.01556   0.01029  -0.0293   0.5251   0.9578
   5.500   0.9142   0.01579   0.01040  -0.0305   0.4913   0.9688
   5.750   0.9418   0.01623   0.01064  -0.0312   0.4478   0.9813
   6.000   0.9688   0.01700   0.01113  -0.0325   0.3984   0.9942
   6.250   0.9625   0.01753   0.01146  -0.0279   0.3717   1.0000
   6.500   0.9362   0.01791   0.01171  -0.0191   0.3573   1.0000
   6.750   0.9215   0.01857   0.01223  -0.0125   0.3399   1.0000
   7.000   0.9132   0.01938   0.01290  -0.0072   0.3221   1.0000
   7.250   0.9093   0.02025   0.01367  -0.0029   0.3049   1.0000
   7.500   0.9078   0.02120   0.01452   0.0008   0.2877   1.0000
   7.750   0.9080   0.02220   0.01544   0.0040   0.2708   1.0000
   8.000   0.9090   0.02327   0.01643   0.0069   0.2537   1.0000
   8.250   0.9104   0.02442   0.01749   0.0096   0.2364   1.0000
   8.500   0.9119   0.02565   0.01864   0.0121   0.2189   1.0000
   8.750   0.9127   0.02702   0.01990   0.0144   0.2010   1.0000
   9.000   0.9137   0.02845   0.02122   0.0166   0.1841   1.0000
   9.500   0.9177   0.03141   0.02398   0.0205   0.1542   1.0000
   9.750   0.9219   0.03285   0.02534   0.0221   0.1420   1.0000
  10.000   0.9276   0.03423   0.02669   0.0235   0.1320   1.0000
  10.250   0.9329   0.03569   0.02807   0.0249   0.1242   1.0000
  10.500   0.9392   0.03711   0.02944   0.0261   0.1171   1.0000
  10.750   0.9471   0.03846   0.03078   0.0273   0.1109   1.0000
  11.000   0.9547   0.03984   0.03211   0.0283   0.1059   1.0000
  11.250   0.9642   0.04113   0.03340   0.0292   0.1013   1.0000
  11.500   0.9735   0.04247   0.03473   0.0301   0.0970   1.0000
  11.750   0.9835   0.04375   0.03592   0.0310   0.0930   1.0000
  12.000   0.9939   0.04506   0.03731   0.0317   0.0896   1.0000
  12.250   1.0045   0.04634   0.03857   0.0323   0.0865   1.0000
  12.500   1.0171   0.04751   0.03970   0.0330   0.0833   1.0000
  12.750   1.0274   0.04890   0.04117   0.0336   0.0806   1.0000
  13.000   1.0392   0.05015   0.04241   0.0341   0.0782   1.0000
