  
       XFOIL         Version 6.99
  
 Calculated polar for: G51A19                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.200 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -13.000  -1.2952   0.02854   0.02172  -0.0167   1.0000   0.1603
 -12.750  -1.3004   0.02806   0.02122  -0.0110   1.0000   0.1703
 -12.500  -1.3022   0.02773   0.02075  -0.0057   1.0000   0.1796
 -12.250  -1.3072   0.02744   0.02048   0.0003   1.0000   0.1863
 -12.000  -1.3058   0.02720   0.02007   0.0051   1.0000   0.1939
 -11.750  -1.3021   0.02697   0.01989   0.0095   1.0000   0.2002
 -11.500  -1.2965   0.02677   0.01952   0.0136   1.0000   0.2069
 -11.250  -1.2878   0.02651   0.01926   0.0172   1.0000   0.2123
 -11.000  -1.2787   0.02635   0.01906   0.0206   1.0000   0.2177
 -10.750  -1.2702   0.02618   0.01871   0.0243   1.0000   0.2232
 -10.500  -1.2574   0.02591   0.01847   0.0270   1.0000   0.2280
 -10.250  -1.2455   0.02579   0.01832   0.0300   1.0000   0.2329
 -10.000  -1.2340   0.02563   0.01804   0.0331   1.0000   0.2379
  -9.750  -1.2206   0.02537   0.01769   0.0358   1.0000   0.2424
  -9.500  -1.2058   0.02523   0.01761   0.0382   1.0000   0.2469
  -9.250  -1.1920   0.02512   0.01745   0.0408   1.0000   0.2515
  -9.000  -1.1800   0.02499   0.01716   0.0438   1.0000   0.2564
  -8.750  -1.1630   0.02472   0.01691   0.0457   1.0000   0.2605
  -8.500  -1.1472   0.02467   0.01689   0.0479   0.9999   0.2651
  -8.250  -1.1270   0.02488   0.01704   0.0492   0.9985   0.2706
  -8.000  -1.0994   0.02533   0.01735   0.0490   0.9950   0.2760
  -7.750  -1.0725   0.02571   0.01782   0.0490   0.9923   0.2810
  -7.500  -1.0378   0.02629   0.01837   0.0475   0.9848   0.2874
  -7.250  -1.0069   0.02659   0.01852   0.0468   0.9757   0.2935
  -7.000  -0.9474   0.02730   0.01935   0.0406   0.9607   0.3004
  -6.750  -0.8965   0.02748   0.01944   0.0363   0.9475   0.3066
  -6.500  -0.8650   0.02715   0.01895   0.0357   0.9363   0.3114
  -6.000  -0.7922   0.02680   0.01870   0.0323   0.9223   0.3210
  -5.750  -0.7638   0.02660   0.01842   0.0324   0.9136   0.3267
  -5.500  -0.7249   0.02639   0.01816   0.0303   0.9083   0.3323
  -5.000  -0.6577   0.02588   0.01769   0.0282   0.8945   0.3434
  -4.750  -0.6161   0.02581   0.01750   0.0258   0.8915   0.3499
  -4.500  -0.5920   0.02522   0.01700   0.0265   0.8813   0.3552
  -4.250  -0.5498   0.02497   0.01677   0.0239   0.8777   0.3619
  -3.750  -0.4829   0.02403   0.01582   0.0222   0.8636   0.3745
