  
       XFOIL         Version 6.99
  
 Calculated polar for: G46A2                                           
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.200 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -13.000  -1.2262   0.02997   0.02279  -0.0255   1.0000   0.1158
 -12.750  -1.2366   0.02890   0.02174  -0.0197   1.0000   0.1243
 -12.500  -1.2457   0.02797   0.02085  -0.0137   1.0000   0.1351
 -12.250  -1.2541   0.02717   0.02009  -0.0077   1.0000   0.1491
 -12.000  -1.2600   0.02656   0.01952  -0.0018   1.0000   0.1637
 -11.750  -1.2646   0.02612   0.01908   0.0040   1.0000   0.1770
 -11.500  -1.2655   0.02578   0.01870   0.0093   1.0000   0.1887
 -11.250  -1.2606   0.02555   0.01835   0.0135   1.0000   0.2004
 -11.000  -1.2563   0.02527   0.01812   0.0178   1.0000   0.2088
 -10.750  -1.2485   0.02509   0.01781   0.0215   1.0000   0.2175
 -10.500  -1.2403   0.02490   0.01763   0.0252   1.0000   0.2247
 -10.250  -1.2308   0.02477   0.01730   0.0286   1.0000   0.2319
 -10.000  -1.2192   0.02455   0.01716   0.0316   1.0000   0.2379
  -9.750  -1.2078   0.02442   0.01695   0.0347   1.0000   0.2442
  -9.500  -1.1959   0.02426   0.01670   0.0377   1.0000   0.2504
  -9.250  -1.1825   0.02413   0.01660   0.0404   1.0000   0.2558
  -9.000  -1.1699   0.02404   0.01641   0.0432   1.0000   0.2617
  -8.750  -1.1560   0.02387   0.01615   0.0458   1.0000   0.2669
  -8.500  -1.1411   0.02376   0.01609   0.0481   1.0000   0.2720
  -8.250  -1.1229   0.02383   0.01610   0.0498   0.9992   0.2775
  -8.000  -1.0974   0.02423   0.01638   0.0501   0.9961   0.2840
  -7.750  -1.0672   0.02494   0.01716   0.0494   0.9930   0.2901
  -7.500  -1.0441   0.02505   0.01721   0.0501   0.9875   0.2969
  -7.250  -1.0062   0.02604   0.01815   0.0479   0.9822   0.3038
  -7.000  -0.9635   0.02616   0.01830   0.0450   0.9657   0.3112
  -6.750  -0.9101   0.02659   0.01861   0.0402   0.9488   0.3207
  -6.500  -0.8680   0.02650   0.01858   0.0376   0.9371   0.3265
  -6.000  -0.7953   0.02635   0.01822   0.0345   0.9213   0.3385
  -5.500  -0.7271   0.02589   0.01784   0.0321   0.9076   0.3497
  -5.250  -0.6837   0.02592   0.01775   0.0292   0.9044   0.3564
  -5.000  -0.6607   0.02532   0.01718   0.0301   0.8941   0.3614
  -4.750  -0.6181   0.02514   0.01704   0.0273   0.8907   0.3677
  -4.250  -0.5559   0.02448   0.01632   0.0263   0.8770   0.3806
  -4.000  -0.5102   0.02413   0.01604   0.0230   0.8744   0.3875
  -3.750  -0.4903   0.02372   0.01560   0.0247   0.8634   0.3934
  -3.500  -0.4477   0.02326   0.01513   0.0221   0.8600   0.4007
  -3.000  -0.3832   0.02230   0.01423   0.0209   0.8454   0.4147
  -2.750  -0.3387   0.02171   0.01367   0.0179   0.8426   0.4227
  -2.500  -0.3174   0.02121   0.01324   0.0195   0.8303   0.4291
  -2.250  -0.2758   0.02060   0.01261   0.0172   0.8267   0.4379
  -2.000  -0.2514   0.02004   0.01213   0.0182   0.8142   0.4445
  -1.750  -0.2108   0.01933   0.01149   0.0162   0.8100   0.4537
  -1.500  -0.1890   0.01883   0.01099   0.0178   0.7962   0.4619
  -1.250  -0.1482   0.01795   0.01024   0.0158   0.7912   0.4718
  -1.000  -0.1246   0.01743   0.00971   0.0171   0.7746   0.4813
  -0.750  -0.0912   0.01673   0.00913   0.0165   0.7580   0.4920
  -0.500  -0.0491   0.01595   0.00839   0.0142   0.7406   0.5061
  -0.250   0.0090   0.01498   0.00745   0.0087   0.7203   0.5252
   0.000   0.0737   0.01410   0.00661   0.0016   0.6913   0.5517
   0.250   0.1311   0.01353   0.00608  -0.0043   0.6620   0.5943
   0.750   0.3808   0.01492   0.00826  -0.0443   0.5960   0.8818
   1.000   0.4163   0.01573   0.00891  -0.0453   0.5789   0.9021
   1.250   0.4661   0.01655   0.00959  -0.0494   0.5632   0.9146
   1.500   0.5125   0.01721   0.01019  -0.0530   0.5489   0.9247
   1.750   0.5532   0.01782   0.01068  -0.0556   0.5379   0.9364
   2.000   0.6089   0.01832   0.01110  -0.0613   0.5258   0.9426
   2.250   0.6495   0.01879   0.01152  -0.0640   0.5163   0.9522
   2.500   0.7045   0.01910   0.01177  -0.0698   0.5058   0.9578
   2.750   0.7467   0.01952   0.01213  -0.0730   0.4974   0.9665
   3.000   0.7987   0.01963   0.01224  -0.0784   0.4885   0.9717
   3.250   0.8495   0.01997   0.01247  -0.0835   0.4806   0.9781
   3.500   0.8941   0.01995   0.01253  -0.0874   0.4722   0.9848
   3.750   0.9419   0.02009   0.01263  -0.0920   0.4649   0.9912
   4.000   0.9917   0.02011   0.01265  -0.0972   0.4571   0.9965
   4.250   1.0239   0.02011   0.01269  -0.0986   0.4496   1.0000
   4.500   1.0490   0.02036   0.01284  -0.0986   0.4426   1.0000
   4.750   1.0534   0.02048   0.01304  -0.0942   0.4360   1.0000
   5.000   1.0606   0.02059   0.01317  -0.0904   0.4289   1.0000
