  
       XFOIL         Version 6.99
  
 Calculated polar for: G81A12                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.200 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -13.000  -1.2198   0.03170   0.02422  -0.0230   1.0000   0.1232
 -12.750  -1.2196   0.03109   0.02366  -0.0186   1.0000   0.1272
 -12.500  -1.2200   0.03058   0.02301  -0.0139   1.0000   0.1328
 -12.250  -1.2190   0.03004   0.02251  -0.0093   1.0000   0.1374
 -12.000  -1.2186   0.02966   0.02206  -0.0044   1.0000   0.1425
 -11.750  -1.2175   0.02923   0.02154   0.0003   1.0000   0.1477
 -11.500  -1.2154   0.02891   0.02125   0.0050   1.0000   0.1520
 -11.250  -1.2172   0.02871   0.02093   0.0106   1.0000   0.1571
 -11.000  -1.2133   0.02833   0.02053   0.0151   1.0000   0.1619
 -10.750  -1.2077   0.02812   0.02032   0.0192   1.0000   0.1663
 -10.500  -1.2016   0.02789   0.01996   0.0234   1.0000   0.1712
 -10.250  -1.1911   0.02751   0.01955   0.0266   1.0000   0.1758
 -10.000  -1.1798   0.02725   0.01931   0.0297   1.0000   0.1799
  -9.750  -1.1700   0.02706   0.01905   0.0332   1.0000   0.1845
  -9.500  -1.1616   0.02687   0.01867   0.0370   1.0000   0.1885
  -9.250  -1.1435   0.02642   0.01835   0.0386   1.0000   0.1931
  -9.000  -1.1297   0.02620   0.01811   0.0413   1.0000   0.1971
  -8.750  -1.1179   0.02603   0.01785   0.0444   1.0000   0.2017
  -8.500  -1.1030   0.02572   0.01745   0.0468   1.0000   0.2058
  -8.250  -1.0838   0.02542   0.01722   0.0483   0.9998   0.2096
  -8.000  -1.0623   0.02546   0.01726   0.0494   0.9986   0.2142
  -7.750  -1.0315   0.02595   0.01763   0.0488   0.9946   0.2193
  -7.500  -1.0018   0.02593   0.01764   0.0482   0.9917   0.2244
  -7.000  -0.8911   0.02699   0.01860   0.0374   0.9615   0.2391
  -6.750  -0.8466   0.02671   0.01846   0.0341   0.9506   0.2466
  -6.500  -0.8105   0.02659   0.01830   0.0326   0.9418   0.2533
  -6.250  -0.7634   0.02634   0.01806   0.0288   0.9355   0.2601
  -6.000  -0.7305   0.02587   0.01765   0.0279   0.9267   0.2656
  -5.750  -0.6800   0.02569   0.01742   0.0237   0.9213   0.2734
  -5.500  -0.6480   0.02503   0.01683   0.0231   0.9117   0.2805
  -5.250  -0.5937   0.02466   0.01650   0.0181   0.9069   0.2905
  -5.000  -0.5650   0.02398   0.01584   0.0183   0.8967   0.2981
  -4.750  -0.5101   0.02339   0.01533   0.0133   0.8922   0.3095
  -4.500  -0.4836   0.02264   0.01463   0.0140   0.8806   0.3183
  -4.250  -0.4514   0.02190   0.01395   0.0137   0.8699   0.3292
  -4.000  -0.4015   0.02088   0.01303   0.0100   0.8613   0.3432
  -3.750  -0.3913   0.02018   0.01234   0.0142   0.8398   0.3537
  -3.250  -0.3421   0.01820   0.01038   0.0176   0.7410   0.3784
  -3.000  -0.1734   0.01584   0.00731  -0.0094   0.6071   0.4165
  -2.500  -0.1228   0.01593   0.00709  -0.0084   0.5508   0.4484
  -2.250  -0.1002   0.01588   0.00704  -0.0073   0.5363   0.4671
  -2.000  -0.0739   0.01581   0.00696  -0.0071   0.5256   0.4884
  -1.750  -0.0517   0.01564   0.00691  -0.0060   0.5159   0.5128
  -1.500  -0.0261   0.01547   0.00683  -0.0056   0.5075   0.5464
  -1.250  -0.0030   0.01511   0.00679  -0.0046   0.5000   0.6043
  -0.750   0.2456   0.01776   0.01018  -0.0427   0.4772   0.8652
  -0.500   0.2835   0.01855   0.01090  -0.0440   0.4710   0.8830
  -0.250   0.3226   0.01932   0.01155  -0.0458   0.4653   0.8984
   0.000   0.3998   0.02023   0.01233  -0.0555   0.4591   0.9037
   0.250   0.4333   0.02079   0.01288  -0.0563   0.4542   0.9166
   0.500   0.5011   0.02135   0.01335  -0.0643   0.4479   0.9216
   0.750   0.5525   0.02191   0.01378  -0.0691   0.4426   0.9309
   1.000   0.6160   0.02235   0.01416  -0.0766   0.4376   0.9367
   1.250   0.6633   0.02258   0.01441  -0.0806   0.4329   0.9443
   1.500   0.7102   0.02282   0.01462  -0.0847   0.4283   0.9525
   1.750   0.7649   0.02301   0.01473  -0.0905   0.4233   0.9596
