  
       XFOIL         Version 6.99
  
 Calculated polar for: G39A3                                           
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.200 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -13.000  -1.1695   0.03097   0.02366  -0.0303   1.0000   0.0983
 -12.750  -1.1879   0.02957   0.02225  -0.0238   1.0000   0.1037
 -12.500  -1.2043   0.02836   0.02105  -0.0171   1.0000   0.1104
 -12.250  -1.2226   0.02720   0.01994  -0.0098   1.0000   0.1209
 -12.000  -1.2420   0.02610   0.01897  -0.0020   1.0000   0.1388
 -11.750  -1.2597   0.02509   0.01813   0.0058   1.0000   0.1700
 -11.500  -1.2660   0.02437   0.01757   0.0117   1.0000   0.2014
 -11.250  -1.2646   0.02400   0.01723   0.0164   1.0000   0.2237
 -11.000  -1.2586   0.02379   0.01700   0.0204   1.0000   0.2384
 -10.750  -1.2500   0.02364   0.01679   0.0239   1.0000   0.2495
 -10.500  -1.2403   0.02355   0.01657   0.0273   1.0000   0.2596
 -10.250  -1.2297   0.02346   0.01649   0.0305   1.0000   0.2673
 -10.000  -1.2183   0.02340   0.01631   0.0335   1.0000   0.2750
  -9.750  -1.2055   0.02331   0.01619   0.0363   1.0000   0.2813
  -9.500  -1.1930   0.02334   0.01618   0.0391   1.0000   0.2879
  -9.250  -1.1816   0.02330   0.01596   0.0422   1.0000   0.2947
  -9.000  -1.1660   0.02329   0.01604   0.0444   1.0000   0.2999
  -8.750  -1.1517   0.02331   0.01600   0.0468   1.0000   0.3053
  -8.250  -1.0998   0.02428   0.01688   0.0472   0.9944   0.3178
  -8.000  -1.0741   0.02458   0.01712   0.0473   0.9905   0.3231
  -7.500  -0.9776   0.02595   0.01840   0.0393   0.9633   0.3372
  -7.250  -0.9403   0.02636   0.01868   0.0376   0.9516   0.3454
  -7.000  -0.8973   0.02671   0.01907   0.0346   0.9457   0.3523
  -6.750  -0.8694   0.02652   0.01887   0.0346   0.9356   0.3572
  -6.500  -0.8255   0.02671   0.01895   0.0315   0.9312   0.3626
  -6.250  -0.8043   0.02633   0.01840   0.0329   0.9205   0.3664
  -6.000  -0.7561   0.02615   0.01831   0.0288   0.9170   0.3716
  -5.750  -0.7319   0.02575   0.01790   0.0296   0.9067   0.3755
  -5.500  -0.6882   0.02564   0.01772   0.0266   0.9027   0.3812
  -5.250  -0.6663   0.02533   0.01727   0.0279   0.8926   0.3855
  -5.000  -0.6237   0.02492   0.01691   0.0250   0.8888   0.3901
  -4.750  -0.5780   0.02471   0.01673   0.0217   0.8863   0.3956
  -4.500  -0.5610   0.02436   0.01635   0.0239   0.8753   0.4003
  -4.250  -0.5203   0.02409   0.01596   0.0216   0.8719   0.4056
  -3.750  -0.4570   0.02321   0.01518   0.0202   0.8582   0.4152
  -3.500  -0.4147   0.02282   0.01476   0.0177   0.8555   0.4213
  -3.000  -0.3530   0.02189   0.01385   0.0169   0.8409   0.4314
  -2.750  -0.3096   0.02135   0.01335   0.0142   0.8385   0.4374
  -2.500  -0.2908   0.02100   0.01299   0.0162   0.8264   0.4425
  -2.250  -0.2491   0.02037   0.01237   0.0138   0.8231   0.4489
  -2.000  -0.2052   0.01967   0.01175   0.0111   0.8206   0.4550
  -1.750  -0.1857   0.01927   0.01137   0.0130   0.8077   0.4602
  -1.500  -0.1452   0.01858   0.01065   0.0111   0.8047   0.4674
  -1.250  -0.1230   0.01806   0.01023   0.0125   0.7915   0.4730
  -1.000  -0.0811   0.01729   0.00951   0.0103   0.7873   0.4804
  -0.750  -0.0573   0.01689   0.00908   0.0115   0.7725   0.4869
  -0.500  -0.0231   0.01627   0.00857   0.0106   0.7589   0.4943
  -0.250   0.0203   0.01559   0.00792   0.0080   0.7458   0.5039
   0.000   0.0707   0.01487   0.00724   0.0039   0.7293   0.5142
   0.250   0.1229   0.01430   0.00663  -0.0007   0.7066   0.5267
   0.500   0.1778   0.01385   0.00615  -0.0061   0.6811   0.5418
   0.750   0.2172   0.01368   0.00595  -0.0084   0.6553   0.5590
   1.000   0.2441   0.01362   0.00591  -0.0083   0.6318   0.5814
   1.250   0.2649   0.01348   0.00593  -0.0068   0.6118   0.6207
   1.500   0.4093   0.01393   0.00722  -0.0313   0.5808   0.8454
   1.750   0.4633   0.01478   0.00800  -0.0363   0.5609   0.8865
   2.000   0.5011   0.01553   0.00865  -0.0379   0.5443   0.9069
   2.250   0.5402   0.01623   0.00929  -0.0399   0.5292   0.9215
   2.500   0.5755   0.01683   0.00981  -0.0412   0.5164   0.9347
   2.750   0.6350   0.01748   0.01033  -0.0478   0.5022   0.9407
   3.000   0.6684   0.01795   0.01079  -0.0489   0.4903   0.9517
   3.250   0.7244   0.01842   0.01119  -0.0549   0.4777   0.9575
   3.500   0.7606   0.01884   0.01154  -0.0569   0.4675   0.9663
   3.750   0.8120   0.01910   0.01180  -0.0621   0.4563   0.9714
   4.000   0.8579   0.01948   0.01208  -0.0662   0.4467   0.9782
   4.250   0.9030   0.01963   0.01228  -0.0702   0.4367   0.9844
   4.500   0.9521   0.01991   0.01245  -0.0751   0.4273   0.9900
   4.750   0.9908   0.01998   0.01261  -0.0779   0.4182   0.9958
   5.000   1.0353   0.02015   0.01269  -0.0820   0.4086   1.0000
   5.250   1.0411   0.02030   0.01292  -0.0780   0.4016   1.0000
   5.500   1.0474   0.02044   0.01306  -0.0741   0.3938   1.0000
   5.750   1.0599   0.02068   0.01325  -0.0715   0.3861   1.0000
   6.000   1.0633   0.02082   0.01346  -0.0671   0.3790   1.0000
   6.250   1.0753   0.02104   0.01361  -0.0644   0.3717   1.0000
   6.500   1.0805   0.02123   0.01387  -0.0604   0.3647   1.0000
   6.750   1.0843   0.02140   0.01407  -0.0561   0.3576   1.0000
   7.000   1.0989   0.02167   0.01427  -0.0540   0.3509   1.0000
   7.250   1.1000   0.02185   0.01458  -0.0492   0.3444   1.0000
   7.500   1.1044   0.02205   0.01479  -0.0451   0.3375   1.0000
   7.750   1.1117   0.02231   0.01504  -0.0416   0.3306   1.0000
   8.000   1.1137   0.02253   0.01535  -0.0371   0.3235   1.0000
   8.250   1.1202   0.02280   0.01558  -0.0336   0.3169   1.0000
   8.500   1.1243   0.02309   0.01596  -0.0296   0.3101   1.0000
   8.750   1.1272   0.02338   0.01629  -0.0254   0.3029   1.0000
