  
       XFOIL         Version 6.99
  
 Calculated polar for: S823                                            
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.400 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -10.000  -0.8376   0.02888   0.02303  -0.0872   0.9762   0.1430
  -9.900  -0.8276   0.02835   0.02248  -0.0883   0.9736   0.1432
  -9.800  -0.8164   0.02778   0.02188  -0.0897   0.9715   0.1435
  -9.700  -0.8042   0.02726   0.02133  -0.0911   0.9700   0.1439
  -9.600  -0.7914   0.02673   0.02078  -0.0927   0.9687   0.1442
  -9.500  -0.7793   0.02622   0.02024  -0.0941   0.9671   0.1445
  -9.400  -0.7776   0.02571   0.01970  -0.0937   0.9608   0.1447
  -9.300  -0.7669   0.02519   0.01916  -0.0948   0.9583   0.1450
  -9.200  -0.7547   0.02471   0.01865  -0.0962   0.9565   0.1453
  -9.100  -0.7416   0.02422   0.01812  -0.0977   0.9551   0.1456
  -9.000  -0.7272   0.02375   0.01761  -0.0993   0.9540   0.1459
  -8.900  -0.7237   0.02330   0.01714  -0.0990   0.9478   0.1460
  -8.800  -0.7120   0.02283   0.01665  -0.1001   0.9453   0.1464
  -8.700  -0.7002   0.02229   0.01612  -0.1010   0.9435   0.1472
  -8.600  -0.6874   0.02178   0.01561  -0.1022   0.9421   0.1480
  -8.500  -0.6737   0.02129   0.01512  -0.1035   0.9408   0.1488
  -8.400  -0.6595   0.02081   0.01465  -0.1050   0.9398   0.1495
  -8.200  -0.6400   0.02007   0.01389  -0.1061   0.9326   0.1506
  -8.100  -0.6266   0.01973   0.01355  -0.1071   0.9305   0.1512
  -8.000  -0.6119   0.01940   0.01321  -0.1084   0.9287   0.1519
  -7.900  -0.5963   0.01908   0.01289  -0.1098   0.9272   0.1525
  -7.800  -0.5797   0.01879   0.01259  -0.1113   0.9260   0.1533
  -7.700  -0.5622   0.01851   0.01230  -0.1130   0.9249   0.1540
  -7.600  -0.5448   0.01823   0.01200  -0.1147   0.9238   0.1548
  -7.500  -0.5345   0.01801   0.01176  -0.1150   0.9194   0.1554
  -7.400  -0.5216   0.01778   0.01152  -0.1157   0.9158   0.1562
  -7.300  -0.5063   0.01755   0.01127  -0.1169   0.9131   0.1569
  -7.200  -0.4898   0.01731   0.01100  -0.1183   0.9109   0.1577
  -7.100  -0.4727   0.01709   0.01075  -0.1198   0.9090   0.1584
  -7.000  -0.4550   0.01688   0.01051  -0.1214   0.9070   0.1591
  -6.900  -0.4463   0.01674   0.01034  -0.1212   0.9013   0.1595
  -6.800  -0.4337   0.01648   0.01007  -0.1219   0.8972   0.1606
  -6.700  -0.4199   0.01616   0.00977  -0.1229   0.8938   0.1621
  -6.600  -0.4048   0.01590   0.00950  -0.1241   0.8908   0.1634
  -6.500  -0.3954   0.01572   0.00933  -0.1241   0.8856   0.1645
  -6.400  -0.3843   0.01556   0.00917  -0.1243   0.8809   0.1656
  -6.300  -0.3713   0.01541   0.00900  -0.1250   0.8770   0.1668
  -6.200  -0.3573   0.01526   0.00883  -0.1258   0.8737   0.1680
  -6.100  -0.3474   0.01516   0.00871  -0.1257   0.8689   0.1692
  -6.000  -0.3370   0.01505   0.00858  -0.1258   0.8640   0.1702
  -5.900  -0.3250   0.01494   0.00844  -0.1261   0.8600   0.1714
  -5.800  -0.3119   0.01484   0.00829  -0.1266   0.8564   0.1725
  -5.700  -0.3017   0.01476   0.00818  -0.1266   0.8520   0.1734
  -5.600  -0.2919   0.01465   0.00805  -0.1265   0.8474   0.1744
  -5.500  -0.2817   0.01443   0.00785  -0.1266   0.8432   0.1762
  -5.400  -0.2702   0.01426   0.00768  -0.1269   0.8396   0.1779
  -5.300  -0.2596   0.01414   0.00756  -0.1270   0.8357   0.1795
  -5.200  -0.2500   0.01404   0.00747  -0.1269   0.8311   0.1808
  -5.100  -0.2393   0.01395   0.00737  -0.1270   0.8269   0.1823
  -5.000  -0.2277   0.01388   0.00726  -0.1271   0.8232   0.1838
  -4.900  -0.2157   0.01381   0.00716  -0.1274   0.8198   0.1854
  -4.800  -0.2059   0.01374   0.00708  -0.1272   0.8154   0.1868
  -4.700  -0.1953   0.01369   0.00699  -0.1272   0.8112   0.1880
  -4.600  -0.1844   0.01359   0.00688  -0.1273   0.8075   0.1895
  -4.500  -0.1732   0.01344   0.00673  -0.1274   0.8041   0.1916
  -4.400  -0.1624   0.01334   0.00664  -0.1275   0.8006   0.1934
  -4.300  -0.1523   0.01325   0.00657  -0.1274   0.7966   0.1951
  -4.200  -0.1416   0.01318   0.00650  -0.1275   0.7927   0.1968
  -4.100  -0.1302   0.01313   0.00642  -0.1275   0.7892   0.1986
  -4.000  -0.1184   0.01309   0.00634  -0.1277   0.7860   0.2004
  -3.900  -0.1075   0.01304   0.00628  -0.1277   0.7824   0.2019
  -3.800  -0.0969   0.01301   0.00622  -0.1276   0.7784   0.2033
  -3.700  -0.0862   0.01291   0.00613  -0.1276   0.7746   0.2052
  -3.600  -0.0751   0.01280   0.00603  -0.1277   0.7711   0.2074
  -3.500  -0.0635   0.01274   0.00596  -0.1279   0.7680   0.2093
