  
       XFOIL         Version 6.99
  
 Calculated polar for: G48A10                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.200 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -13.000  -1.2780   0.02852   0.02159  -0.0191   1.0000   0.1617
 -12.750  -1.2844   0.02812   0.02120  -0.0132   1.0000   0.1685
 -12.500  -1.2884   0.02784   0.02077  -0.0076   1.0000   0.1759
 -12.250  -1.2916   0.02757   0.02052  -0.0020   1.0000   0.1815
 -12.000  -1.2896   0.02736   0.02014   0.0027   1.0000   0.1884
 -11.750  -1.2837   0.02705   0.01986   0.0066   1.0000   0.1938
 -11.500  -1.2775   0.02688   0.01962   0.0105   1.0000   0.1995
 -11.250  -1.2715   0.02669   0.01922   0.0145   1.0000   0.2048
 -11.000  -1.2592   0.02639   0.01900   0.0172   1.0000   0.2095
 -10.750  -1.2489   0.02623   0.01879   0.0204   1.0000   0.2145
 -10.500  -1.2394   0.02605   0.01843   0.0238   1.0000   0.2193
 -10.250  -1.2253   0.02573   0.01814   0.0262   1.0000   0.2238
 -10.000  -1.2124   0.02559   0.01800   0.0289   1.0000   0.2284
  -9.750  -1.1995   0.02543   0.01775   0.0317   1.0000   0.2328
  -9.500  -1.1884   0.02526   0.01738   0.0348   1.0000   0.2370
  -9.250  -1.1706   0.02494   0.01717   0.0365   1.0000   0.2413
  -9.000  -1.1559   0.02481   0.01703   0.0388   1.0000   0.2455
  -8.750  -1.1423   0.02469   0.01684   0.0414   1.0000   0.2502
  -8.500  -1.1241   0.02466   0.01668   0.0430   0.9991   0.2552
  -8.250  -1.0944   0.02497   0.01708   0.0423   0.9959   0.2601
  -8.000  -1.0659   0.02559   0.01767   0.0420   0.9927   0.2662
  -7.500  -1.0021   0.02625   0.01828   0.0399   0.9811   0.2774
  -7.250  -0.9441   0.02665   0.01862   0.0341   0.9613   0.2855
  -7.000  -0.9007   0.02656   0.01844   0.0312   0.9491   0.2913
  -6.750  -0.8608   0.02644   0.01838   0.0288   0.9390   0.2964
