  
       XFOIL         Version 6.99
  
 Calculated polar for: G17A19                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.200 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -13.000  -1.0278   0.03122   0.02412  -0.0449   1.0000   0.1014
 -12.750  -1.0456   0.02995   0.02277  -0.0399   1.0000   0.1042
 -12.500  -1.0607   0.02828   0.02111  -0.0361   0.9976   0.1086
 -12.250  -1.0593   0.02663   0.01949  -0.0348   0.9911   0.1205
 -11.750  -1.0771   0.02359   0.01692  -0.0265   0.9741   0.1870
 -11.500  -1.0677   0.02264   0.01632  -0.0248   0.9683   0.2571
 -11.250  -1.0595   0.02235   0.01608  -0.0216   0.9599   0.2826
 -11.000  -1.0309   0.02241   0.01603  -0.0220   0.9554   0.3040
 -10.750  -1.0120   0.02248   0.01608  -0.0205   0.9489   0.3163
 -10.500  -0.9878   0.02256   0.01608  -0.0199   0.9431   0.3269
 -10.250  -0.9554   0.02269   0.01600  -0.0209   0.9395   0.3379
 -10.000  -0.9365   0.02278   0.01612  -0.0192   0.9324   0.3443
  -9.750  -0.9111   0.02286   0.01608  -0.0187   0.9268   0.3530
  -9.500  -0.8747   0.02294   0.01614  -0.0204   0.9237   0.3609
  -9.000  -0.8331   0.02296   0.01593  -0.0177   0.9107   0.3745
  -8.750  -0.7943   0.02296   0.01602  -0.0197   0.9079   0.3810
  -8.500  -0.7567   0.02290   0.01584  -0.0215   0.9056   0.3884
  -8.250  -0.7506   0.02278   0.01560  -0.0175   0.8954   0.3929
  -8.000  -0.7134   0.02274   0.01568  -0.0191   0.8922   0.3997
  -7.750  -0.6776   0.02270   0.01552  -0.0205   0.8896   0.4082
  -7.500  -0.6459   0.02241   0.01520  -0.0213   0.8859   0.4135
  -7.250  -0.6304   0.02226   0.01507  -0.0190   0.8769   0.4169
  -7.000  -0.5935   0.02195   0.01470  -0.0207   0.8741   0.4215
  -6.750  -0.5551   0.02154   0.01417  -0.0227   0.8720   0.4261
  -6.500  -0.5156   0.02110   0.01360  -0.0249   0.8705   0.4303
  -5.750  -0.4299   0.02022   0.01272  -0.0253   0.8548   0.4424
  -5.500  -0.3890   0.01979   0.01216  -0.0277   0.8535   0.4471
  -5.250  -0.3432   0.01924   0.01162  -0.0312   0.8525   0.4516
  -4.500  -0.2557   0.01845   0.01078  -0.0318   0.8367   0.4642
  -4.250  -0.2080   0.01799   0.01026  -0.0356   0.8354   0.4692
  -3.750  -0.1615   0.01759   0.00992  -0.0337   0.8214   0.4774
  -3.500  -0.1155   0.01719   0.00949  -0.0372   0.8193   0.4827
  -3.250  -0.0694   0.01677   0.00902  -0.0408   0.8173   0.4881
  -2.750  -0.0204   0.01641   0.00875  -0.0393   0.8029   0.4973
  -2.500   0.0248   0.01605   0.00835  -0.0427   0.8000   0.5032
  -2.250   0.0393   0.01602   0.00833  -0.0401   0.7909   0.5076
  -2.000   0.0753   0.01571   0.00809  -0.0416   0.7854   0.5133
  -1.750   0.1201   0.01539   0.00776  -0.0449   0.7817   0.5203
  -1.500   0.1336   0.01541   0.00778  -0.0421   0.7723   0.5260
  -1.250   0.1697   0.01512   0.00757  -0.0436   0.7664   0.5323
  -1.000   0.2124   0.01486   0.00730  -0.0466   0.7617   0.5406
  -0.750   0.2232   0.01486   0.00736  -0.0431   0.7514   0.5475
  -0.500   0.2631   0.01460   0.00715  -0.0455   0.7458   0.5571
  -0.250   0.2794   0.01459   0.00719  -0.0431   0.7366   0.5662
   0.000   0.3114   0.01440   0.00707  -0.0439   0.7295   0.5774
   0.250   0.3372   0.01431   0.00706  -0.0435   0.7220   0.5899
   0.500   0.3587   0.01422   0.00707  -0.0421   0.7134   0.6055
   0.750   0.3947   0.01406   0.00698  -0.0437   0.7071   0.6251
   1.000   0.4051   0.01405   0.00713  -0.0401   0.6972   0.6450
   1.250   0.4390   0.01389   0.00708  -0.0412   0.6904   0.6718
