  
       XFOIL         Version 6.99
  
 Calculated polar for: G91A3                                           
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.200 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -13.000  -1.1843   0.03223   0.02474  -0.0236   1.0000   0.1037
 -12.750  -1.1826   0.03140   0.02386  -0.0195   1.0000   0.1077
 -12.500  -1.1817   0.03065   0.02312  -0.0152   1.0000   0.1127
 -12.250  -1.1787   0.02996   0.02238  -0.0110   1.0000   0.1186
 -12.000  -1.1762   0.02933   0.02177  -0.0067   1.0000   0.1241
 -11.750  -1.1727   0.02874   0.02115  -0.0025   1.0000   0.1314
 -11.500  -1.1691   0.02829   0.02066   0.0018   1.0000   0.1389
 -11.250  -1.1653   0.02779   0.02018   0.0062   1.0000   0.1461
 -11.000  -1.1608   0.02750   0.01976   0.0106   1.0000   0.1541
 -10.750  -1.1566   0.02712   0.01944   0.0149   1.0000   0.1608
 -10.500  -1.1510   0.02691   0.01911   0.0192   1.0000   0.1676
 -10.250  -1.1440   0.02657   0.01880   0.0231   1.0000   0.1740
 -10.000  -1.1387   0.02642   0.01859   0.0275   1.0000   0.1801
  -9.750  -1.1314   0.02620   0.01825   0.0315   1.0000   0.1858
  -9.500  -1.1218   0.02594   0.01805   0.0350   1.0000   0.1911
  -9.250  -1.1151   0.02580   0.01784   0.0392   1.0000   0.1967
  -9.000  -1.1064   0.02562   0.01754   0.0429   1.0000   0.2017
  -8.750  -1.0917   0.02531   0.01731   0.0454   1.0000   0.2068
  -8.500  -1.0750   0.02541   0.01736   0.0475   0.9988   0.2127
  -8.250  -1.0469   0.02576   0.01762   0.0473   0.9955   0.2193
  -8.000  -1.0191   0.02601   0.01793   0.0472   0.9927   0.2254
  -7.500  -0.9001   0.02693   0.01882   0.0344   0.9631   0.2429
  -7.250  -0.8642   0.02683   0.01863   0.0330   0.9524   0.2509
  -7.000  -0.8221   0.02643   0.01830   0.0301   0.9437   0.2584
  -6.750  -0.7769   0.02656   0.01839   0.0268   0.9376   0.2684
  -6.500  -0.7480   0.02594   0.01784   0.0267   0.9281   0.2765
  -6.250  -0.7079   0.02557   0.01747   0.0245   0.9207   0.2846
  -6.000  -0.6560   0.02498   0.01690   0.0198   0.9136   0.2935
  -5.750  -0.6156   0.02433   0.01629   0.0176   0.9041   0.3026
  -5.500  -0.5540   0.02356   0.01557   0.0112   0.8979   0.3144
  -5.250  -0.5254   0.02280   0.01483   0.0115   0.8861   0.3237
  -5.000  -0.4880   0.02183   0.01392   0.0101   0.8730   0.3339
  -4.750  -0.4585   0.02093   0.01304   0.0105   0.8561   0.3444
  -4.250  -0.2701   0.01670   0.00809  -0.0135   0.6238   0.3855
  -4.000  -0.2374   0.01680   0.00785  -0.0146   0.5713   0.3981
  -3.500  -0.1864   0.01679   0.00764  -0.0138   0.5358   0.4257
  -3.250  -0.1572   0.01673   0.00753  -0.0142   0.5252   0.4406
  -3.000  -0.1298   0.01664   0.00744  -0.0142   0.5169   0.4570
  -2.500  -0.0691   0.01647   0.00728  -0.0156   0.5027   0.4962
  -2.250  -0.0442   0.01627   0.00723  -0.0151   0.4970   0.5208
  -2.000  -0.0199   0.01604   0.00718  -0.0144   0.4918   0.5536
  -1.750   0.0080   0.01571   0.00714  -0.0145   0.4870   0.6084
