  
       XFOIL         Version 6.99
  
 Calculated polar for: G79A18                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.200 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -13.000  -1.2037   0.03152   0.02415  -0.0221   1.0000   0.1146
 -12.750  -1.2016   0.03086   0.02336  -0.0178   1.0000   0.1211
 -12.500  -1.2022   0.03015   0.02273  -0.0132   1.0000   0.1259
 -12.250  -1.1994   0.02964   0.02208  -0.0089   1.0000   0.1330
 -12.000  -1.1989   0.02911   0.02162  -0.0042   1.0000   0.1386
 -11.750  -1.1963   0.02871   0.02107   0.0004   1.0000   0.1457
 -11.500  -1.1945   0.02831   0.02074   0.0051   1.0000   0.1513
 -11.250  -1.1927   0.02808   0.02035   0.0100   1.0000   0.1578
 -11.000  -1.1884   0.02772   0.02005   0.0143   1.0000   0.1633
 -10.750  -1.1856   0.02754   0.01980   0.0191   1.0000   0.1686
 -10.500  -1.1834   0.02733   0.01943   0.0241   1.0000   0.1737
 -10.250  -1.1749   0.02701   0.01919   0.0277   1.0000   0.1785
 -10.000  -1.1684   0.02684   0.01896   0.0319   1.0000   0.1834
  -9.750  -1.1626   0.02670   0.01863   0.0363   1.0000   0.1882
  -9.500  -1.1472   0.02631   0.01835   0.0385   1.0000   0.1932
  -9.250  -1.1363   0.02614   0.01815   0.0418   1.0000   0.1979
  -9.000  -1.1252   0.02596   0.01785   0.0451   1.0000   0.2025
  -8.750  -1.1086   0.02559   0.01748   0.0472   1.0000   0.2071
  -8.500  -1.0936   0.02545   0.01737   0.0496   0.9998   0.2118
  -8.250  -1.0733   0.02554   0.01740   0.0510   0.9983   0.2170
  -8.000  -1.0406   0.02597   0.01774   0.0499   0.9944   0.2228
  -7.750  -1.0147   0.02600   0.01785   0.0501   0.9919   0.2281
  -7.250  -0.8982   0.02690   0.01871   0.0380   0.9618   0.2441
  -7.000  -0.8582   0.02685   0.01865   0.0357   0.9504   0.2517
  -6.750  -0.8181   0.02656   0.01834   0.0334   0.9404   0.2596
  -6.500  -0.7641   0.02654   0.01838   0.0284   0.9345   0.2676
  -6.250  -0.7394   0.02604   0.01780   0.0292   0.9248   0.2738
  -6.000  -0.6877   0.02557   0.01743   0.0246   0.9188   0.2818
  -5.750  -0.6519   0.02508   0.01694   0.0233   0.9104   0.2895
  -5.500  -0.6052   0.02450   0.01640   0.0197   0.9036   0.2981
  -5.250  -0.5618   0.02386   0.01582   0.0170   0.8952   0.3075
  -4.750  -0.4696   0.02220   0.01423   0.0109   0.8776   0.3302
  -4.500  -0.4365   0.02117   0.01329   0.0105   0.8627   0.3403
  -4.250  -0.4233   0.02044   0.01258   0.0141   0.8412   0.3497
  -3.750  -0.2282   0.01651   0.00781  -0.0111   0.6032   0.3932
  -3.500  -0.1993   0.01657   0.00765  -0.0114   0.5632   0.4062
  -3.250  -0.1758   0.01663   0.00755  -0.0105   0.5429   0.4194
  -3.000  -0.1478   0.01658   0.00747  -0.0107   0.5287   0.4344
  -2.750  -0.1204   0.01649   0.00738  -0.0107   0.5177   0.4501
  -2.500  -0.0914   0.01644   0.00730  -0.0110   0.5085   0.4673
  -2.250  -0.0666   0.01633   0.00724  -0.0105   0.4998   0.4861
  -2.000  -0.0375   0.01622   0.00717  -0.0108   0.4928   0.5102
  -1.750  -0.0103   0.01603   0.00713  -0.0108   0.4872   0.5410
  -1.500   0.0128   0.01572   0.00710  -0.0099   0.4816   0.5870
  -1.000   0.2745   0.01854   0.01077  -0.0507   0.4622   0.8593
  -0.750   0.3107   0.01935   0.01150  -0.0517   0.4575   0.8810
  -0.500   0.3628   0.02021   0.01225  -0.0562   0.4524   0.8947
  -0.250   0.4202   0.02109   0.01296  -0.0620   0.4471   0.9066
   0.000   0.4692   0.02162   0.01349  -0.0661   0.4428   0.9151
   0.250   0.5206   0.02215   0.01400  -0.0707   0.4382   0.9244
   0.500   0.5740   0.02259   0.01437  -0.0760   0.4340   0.9327
   0.750   0.6322   0.02300   0.01467  -0.0824   0.4296   0.9398
   1.000   0.6990   0.02349   0.01505  -0.0908   0.4250   0.9460
   1.250   0.7395   0.02363   0.01524  -0.0935   0.4211   0.9552
   1.500   0.7859   0.02381   0.01543  -0.0977   0.4172   0.9634
   1.750   0.8394   0.02383   0.01542  -0.1034   0.4129   0.9709
   2.000   0.8943   0.02413   0.01565  -0.1095   0.4092   0.9803
   2.250   0.9723   0.02420   0.01562  -0.1207   0.4042   0.9872
   2.500   1.0371   0.02352   0.01504  -0.1290   0.4003   1.0000
   2.750   1.0557   0.02370   0.01527  -0.1276   0.3973   1.0000
   3.000   1.0762   0.02391   0.01550  -0.1266   0.3945   1.0000
   3.250   1.0978   0.02412   0.01572  -0.1258   0.3916   1.0000
   3.500   1.1233   0.02440   0.01597  -0.1259   0.3888   1.0000
   3.750   1.1577   0.02490   0.01640  -0.1279   0.3857   1.0000
   4.000   1.1792   0.02530   0.01688  -0.1272   0.3830   1.0000
   4.250   1.1935   0.02554   0.01722  -0.1248   0.3807   1.0000
   4.500   1.2081   0.02579   0.01757  -0.1225   0.3778   1.0000
   4.750   1.2239   0.02607   0.01791  -0.1204   0.3749   1.0000
   5.000   1.2425   0.02638   0.01828  -0.1189   0.3724   1.0000
   5.250   1.2617   0.02660   0.01851  -0.1176   0.3695   1.0000
   5.500   1.2877   0.02701   0.01890  -0.1177   0.3670   1.0000
   5.750   1.3214   0.02782   0.01969  -0.1197   0.3640   1.0000
   6.000   1.3243   0.02795   0.01998  -0.1149   0.3615   1.0000
   6.250   1.3269   0.02803   0.02018  -0.1099   0.3575   1.0000
   6.500   1.3340   0.02813   0.02035  -0.1060   0.3538   1.0000
   6.750   1.3438   0.02805   0.02025  -0.1026   0.3500   1.0000
   7.000   1.3683   0.02817   0.02027  -0.1023   0.3461   1.0000
   7.250   1.3755   0.02845   0.02064  -0.0986   0.3427   1.0000
   7.500   1.3706   0.02854   0.02088  -0.0922   0.3396   1.0000
   7.750   1.3673   0.02856   0.02100  -0.0861   0.3361   1.0000
   8.000   1.3721   0.02860   0.02110  -0.0818   0.3331   1.0000
   8.250   1.3835   0.02858   0.02107  -0.0788   0.3300   1.0000
   8.500   1.4085   0.02864   0.02102  -0.0786   0.3264   1.0000
   8.750   1.3992   0.02880   0.02135  -0.0715   0.3235   1.0000
   9.000   1.3907   0.02891   0.02162  -0.0647   0.3199   1.0000
   9.250   1.3915   0.02902   0.02182  -0.0597   0.3166   1.0000
   9.500   1.3966   0.02895   0.02177  -0.0556   0.3131   1.0000
   9.750   1.4083   0.02885   0.02163  -0.0528   0.3100   1.0000
  10.000   1.4097   0.02904   0.02190  -0.0481   0.3064   1.0000
  10.250   1.4019   0.02933   0.02236  -0.0418   0.3025   1.0000
  10.500   1.4003   0.02942   0.02253  -0.0367   0.2983   1.0000
