  
       XFOIL         Version 6.99
  
 Calculated polar for: G40A19                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.200 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -13.000  -1.2188   0.02926   0.02211  -0.0246   1.0000   0.1152
 -12.500  -1.2528   0.02693   0.01994  -0.0107   1.0000   0.1419
 -12.250  -1.2687   0.02603   0.01915  -0.0034   1.0000   0.1655
 -12.000  -1.2800   0.02541   0.01862   0.0035   1.0000   0.1871
 -11.750  -1.2796   0.02501   0.01819   0.0083   1.0000   0.2067
 -11.500  -1.2765   0.02471   0.01787   0.0128   1.0000   0.2198
 -11.250  -1.2709   0.02449   0.01762   0.0168   1.0000   0.2306
 -11.000  -1.2625   0.02433   0.01734   0.0204   1.0000   0.2406
 -10.750  -1.2533   0.02418   0.01719   0.0238   1.0000   0.2481
 -10.500  -1.2432   0.02405   0.01689   0.0271   1.0000   0.2559
 -10.250  -1.2315   0.02394   0.01683   0.0300   1.0000   0.2624
 -10.000  -1.2196   0.02385   0.01662   0.0330   1.0000   0.2689
  -9.750  -1.2062   0.02369   0.01641   0.0356   1.0000   0.2746
  -9.500  -1.1927   0.02366   0.01638   0.0383   1.0000   0.2803
  -9.250  -1.1802   0.02361   0.01620   0.0411   1.0000   0.2865
  -9.000  -1.1652   0.02347   0.01604   0.0434   1.0000   0.2916
  -8.750  -1.1502   0.02347   0.01605   0.0457   1.0000   0.2967
  -8.500  -1.1331   0.02357   0.01606   0.0476   0.9993   0.3025
  -8.250  -1.1040   0.02405   0.01648   0.0471   0.9956   0.3089
  -8.000  -1.0750   0.02464   0.01710   0.0467   0.9923   0.3143
  -7.500  -0.9940   0.02583   0.01816   0.0414   0.9726   0.3280
  -7.250  -0.9401   0.02635   0.01867   0.0366   0.9539   0.3364
  -7.000  -0.8987   0.02665   0.01884   0.0340   0.9459   0.3437
  -6.750  -0.8647   0.02633   0.01857   0.0328   0.9352   0.3481
  -6.250  -0.7917   0.02611   0.01819   0.0296   0.9198   0.3584
  -5.750  -0.7226   0.02556   0.01763   0.0270   0.9058   0.3679
  -5.500  -0.6781   0.02550   0.01754   0.0239   0.9026   0.3740
  -5.250  -0.6591   0.02514   0.01708   0.0257   0.8922   0.3787
  -5.000  -0.6164   0.02480   0.01673   0.0229   0.8887   0.3839
  -4.500  -0.5546   0.02419   0.01615   0.0219   0.8752   0.3943
  -4.250  -0.5144   0.02396   0.01580   0.0197   0.8721   0.4006
  -4.000  -0.4898   0.02340   0.01533   0.0204   0.8620   0.4054
  -3.750  -0.4495   0.02299   0.01495   0.0182   0.8580   0.4111
  -3.500  -0.4064   0.02256   0.01448   0.0155   0.8555   0.4181
  -3.250  -0.3875   0.02214   0.01405   0.0175   0.8437   0.4232
  -3.000  -0.3446   0.02156   0.01356   0.0148   0.8405   0.4295
  -2.500  -0.2839   0.02062   0.01256   0.0145   0.8250   0.4416
  -2.250  -0.2384   0.01984   0.01191   0.0114   0.8225   0.4484
  -2.000  -0.2185   0.01942   0.01152   0.0133   0.8094   0.4546
  -1.750  -0.1784   0.01873   0.01080   0.0115   0.8058   0.4616
  -1.500  -0.1555   0.01817   0.01034   0.0128   0.7923   0.4675
  -1.000  -0.0900   0.01695   0.00913   0.0119   0.7719   0.4830
  -0.750  -0.0546   0.01628   0.00858   0.0107   0.7565   0.4909
  -0.500  -0.0113   0.01560   0.00789   0.0082   0.7402   0.5009
  -0.250   0.0439   0.01480   0.00713   0.0031   0.7211   0.5128
   0.000   0.1071   0.01416   0.00641  -0.0038   0.6969   0.5266
   0.250   0.1550   0.01388   0.00606  -0.0078   0.6682   0.5424
   0.500   0.1940   0.01377   0.00590  -0.0101   0.6438   0.5604
   0.750   0.2222   0.01372   0.00588  -0.0102   0.6228   0.5841
   1.000   0.2417   0.01359   0.00593  -0.0086   0.6050   0.6233
   1.250   0.3841   0.01403   0.00722  -0.0327   0.5791   0.8386
   1.500   0.4393   0.01485   0.00799  -0.0379   0.5627   0.8825
   1.750   0.4793   0.01559   0.00869  -0.0399   0.5487   0.9032
   2.000   0.5203   0.01629   0.00928  -0.0423   0.5372   0.9182
   2.250   0.5742   0.01699   0.00990  -0.0475   0.5247   0.9267
   2.500   0.6162   0.01754   0.01041  -0.0504   0.5141   0.9370
   2.750   0.6704   0.01809   0.01086  -0.0559   0.5036   0.9441
   3.000   0.7110   0.01852   0.01130  -0.0586   0.4941   0.9531
   3.250   0.7641   0.01892   0.01162  -0.0641   0.4846   0.9589
   3.500   0.8034   0.01929   0.01200  -0.0667   0.4766   0.9670
   3.750   0.8551   0.01951   0.01221  -0.0720   0.4675   0.9726
   4.000   0.8981   0.01991   0.01256  -0.0755   0.4597   0.9799
   4.250   0.9446   0.01995   0.01266  -0.0798   0.4511   0.9849
   4.500   0.9980   0.02028   0.01287  -0.0856   0.4431   0.9900
   4.750   1.0297   0.02015   0.01287  -0.0870   0.4331   0.9971
   5.000   1.0628   0.02029   0.01289  -0.0886   0.4233   1.0000
