  
       XFOIL         Version 6.99
  
 Calculated polar for: G77A14                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.200 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -13.000  -1.1883   0.03195   0.02453  -0.0252   1.0000   0.1055
 -12.750  -1.1884   0.03117   0.02374  -0.0209   1.0000   0.1104
 -12.500  -1.1870   0.03040   0.02293  -0.0166   1.0000   0.1159
 -12.250  -1.1866   0.02971   0.02223  -0.0121   1.0000   0.1220
 -12.000  -1.1858   0.02907   0.02159  -0.0076   1.0000   0.1294
 -11.750  -1.1822   0.02859   0.02102  -0.0033   1.0000   0.1368
 -11.500  -1.1814   0.02807   0.02056   0.0014   1.0000   0.1439
 -11.250  -1.1780   0.02772   0.02008   0.0059   1.0000   0.1520
 -11.000  -1.1761   0.02738   0.01978   0.0106   1.0000   0.1586
 -10.750  -1.1732   0.02718   0.01942   0.0154   1.0000   0.1656
 -10.500  -1.1689   0.02685   0.01916   0.0197   1.0000   0.1713
 -10.250  -1.1669   0.02671   0.01892   0.0248   1.0000   0.1774
 -10.000  -1.1596   0.02641   0.01857   0.0287   1.0000   0.1828
  -9.750  -1.1513   0.02619   0.01836   0.0324   1.0000   0.1881
  -9.500  -1.1431   0.02604   0.01809   0.0362   1.0000   0.1938
  -9.250  -1.1296   0.02570   0.01773   0.0389   1.0000   0.1989
  -9.000  -1.1185   0.02551   0.01757   0.0420   1.0000   0.2040
  -8.750  -1.1066   0.02534   0.01731   0.0451   1.0000   0.2091
  -8.500  -1.0925   0.02508   0.01697   0.0477   1.0000   0.2142
  -8.250  -1.0723   0.02497   0.01693   0.0490   0.9992   0.2192
  -8.000  -1.0464   0.02532   0.01721   0.0493   0.9962   0.2255
  -7.750  -1.0154   0.02578   0.01762   0.0485   0.9931   0.2320
  -7.500  -0.9830   0.02580   0.01769   0.0473   0.9866   0.2379
  -7.250  -0.9237   0.02660   0.01833   0.0412   0.9682   0.2471
  -7.000  -0.8709   0.02646   0.01834   0.0362   0.9550   0.2559
  -6.750  -0.8324   0.02658   0.01835   0.0342   0.9464   0.2644
  -6.500  -0.7929   0.02622   0.01811   0.0319   0.9385   0.2728
  -6.250  -0.7605   0.02594   0.01779   0.0311   0.9301   0.2804
  -6.000  -0.7113   0.02561   0.01750   0.0269   0.9244   0.2887
  -5.750  -0.6795   0.02514   0.01706   0.0263   0.9153   0.2961
  -5.500  -0.6275   0.02475   0.01668   0.0217   0.9102   0.3063
  -5.250  -0.5972   0.02416   0.01614   0.0215   0.9003   0.3148
  -5.000  -0.5418   0.02358   0.01560   0.0163   0.8955   0.3266
  -4.750  -0.5154   0.02290   0.01496   0.0170   0.8845   0.3365
  -4.500  -0.4761   0.02212   0.01424   0.0152   0.8755   0.3482
  -4.250  -0.4369   0.02132   0.01342   0.0136   0.8658   0.3625
  -4.000  -0.4079   0.02038   0.01263   0.0139   0.8506   0.3736
  -3.750  -0.3985   0.01970   0.01193   0.0183   0.8235   0.3838
  -3.500  -0.3853   0.01886   0.01119   0.0220   0.7669   0.3943
  -3.250  -0.1950   0.01572   0.00733  -0.0089   0.6188   0.4355
  -3.000  -0.1660   0.01579   0.00716  -0.0092   0.5787   0.4522
  -2.750  -0.1417   0.01580   0.00706  -0.0086   0.5565   0.4700
  -2.500  -0.1159   0.01577   0.00697  -0.0083   0.5414   0.4896
  -2.250  -0.0921   0.01562   0.00690  -0.0075   0.5291   0.5126
  -2.000  -0.0659   0.01545   0.00681  -0.0073   0.5200   0.5436
  -1.750  -0.0443   0.01515   0.00676  -0.0061   0.5119   0.5892
