  
       XFOIL         Version 6.99
  
 Calculated polar for: G51A7                                           
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.200 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -13.000  -1.2390   0.02933   0.02224  -0.0234   1.0000   0.1260
 -12.750  -1.2482   0.02839   0.02133  -0.0175   1.0000   0.1371
 -12.500  -1.2551   0.02763   0.02061  -0.0118   1.0000   0.1492
 -12.250  -1.2607   0.02705   0.02004  -0.0060   1.0000   0.1622
 -12.000  -1.2649   0.02663   0.01961  -0.0003   1.0000   0.1740
 -11.750  -1.2660   0.02633   0.01922   0.0049   1.0000   0.1840
 -11.500  -1.2656   0.02607   0.01893   0.0100   1.0000   0.1935
 -11.250  -1.2612   0.02580   0.01863   0.0142   1.0000   0.2018
 -11.000  -1.2548   0.02563   0.01836   0.0182   1.0000   0.2098
 -10.750  -1.2466   0.02539   0.01808   0.0218   1.0000   0.2165
 -10.500  -1.2378   0.02524   0.01789   0.0254   1.0000   0.2230
 -10.250  -1.2282   0.02508   0.01755   0.0288   1.0000   0.2293
 -10.000  -1.2162   0.02487   0.01742   0.0316   1.0000   0.2348
  -9.750  -1.2053   0.02477   0.01724   0.0348   1.0000   0.2409
  -9.500  -1.1934   0.02459   0.01694   0.0378   1.0000   0.2465
  -9.250  -1.1791   0.02442   0.01682   0.0402   1.0000   0.2514
  -9.000  -1.1667   0.02435   0.01669   0.0431   1.0000   0.2571
  -8.750  -1.1548   0.02424   0.01641   0.0460   1.0000   0.2621
  -8.500  -1.1328   0.02420   0.01646   0.0469   0.9990   0.2671
  -8.250  -1.1055   0.02468   0.01692   0.0468   0.9956   0.2732
  -7.750  -1.0524   0.02533   0.01750   0.0468   0.9869   0.2856
  -7.500  -1.0173   0.02635   0.01848   0.0452   0.9819   0.2926
  -7.250  -0.9721   0.02633   0.01838   0.0418   0.9645   0.3001
  -7.000  -0.9193   0.02676   0.01886   0.0371   0.9488   0.3082
  -6.750  -0.8830   0.02685   0.01876   0.0358   0.9366   0.3157
  -6.500  -0.8280   0.02699   0.01901   0.0304   0.9318   0.3220
  -6.250  -0.8033   0.02648   0.01848   0.0311   0.9209   0.3266
  -5.750  -0.7379   0.02604   0.01794   0.0294   0.9070   0.3384
  -5.500  -0.6941   0.02600   0.01792   0.0264   0.9038   0.3445
  -5.250  -0.6744   0.02563   0.01750   0.0281   0.8937   0.3501
  -5.000  -0.6324   0.02539   0.01718   0.0254   0.8898   0.3562
  -4.500  -0.5685   0.02471   0.01657   0.0241   0.8762   0.3689
  -4.250  -0.5264   0.02442   0.01621   0.0215   0.8734   0.3763
  -4.000  -0.5041   0.02394   0.01583   0.0226   0.8632   0.3820
  -3.750  -0.4636   0.02354   0.01543   0.0205   0.8592   0.3895
  -3.500  -0.4271   0.02313   0.01497   0.0190   0.8546   0.3969
  -3.250  -0.3991   0.02257   0.01450   0.0192   0.8449   0.4032
  -3.000  -0.3574   0.02206   0.01400   0.0168   0.8418   0.4117
  -2.500  -0.2942   0.02096   0.01299   0.0160   0.8263   0.4266
  -2.250  -0.2536   0.02035   0.01237   0.0139   0.8230   0.4358
