  
       XFOIL         Version 6.99
  
 Calculated polar for: G52A20                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.200 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -13.000  -1.1737   0.03194   0.02454  -0.0325   1.0000   0.1014
 -12.750  -1.1755   0.03106   0.02356  -0.0281   1.0000   0.1055
 -12.500  -1.1839   0.03000   0.02255  -0.0227   1.0000   0.1097
 -12.250  -1.1857   0.02922   0.02171  -0.0180   1.0000   0.1156
 -12.000  -1.1919   0.02838   0.02092  -0.0125   1.0000   0.1217
 -11.750  -1.1953   0.02765   0.02019  -0.0072   1.0000   0.1299
 -11.500  -1.1967   0.02705   0.01958  -0.0022   1.0000   0.1402
 -11.250  -1.2007   0.02648   0.01906   0.0034   1.0000   0.1498
 -11.000  -1.2035   0.02602   0.01862   0.0090   1.0000   0.1608
 -10.750  -1.2015   0.02564   0.01823   0.0137   1.0000   0.1721
 -10.500  -1.1953   0.02535   0.01786   0.0176   1.0000   0.1832
 -10.250  -1.1894   0.02508   0.01758   0.0216   1.0000   0.1927
 -10.000  -1.1810   0.02482   0.01729   0.0252   1.0000   0.2011
  -9.750  -1.1715   0.02464   0.01705   0.0285   1.0000   0.2091
  -9.500  -1.1610   0.02440   0.01678   0.0317   1.0000   0.2165
  -9.250  -1.1501   0.02423   0.01658   0.0348   1.0000   0.2235
  -9.000  -1.1381   0.02407   0.01631   0.0377   1.0000   0.2304
  -8.750  -1.1253   0.02385   0.01614   0.0404   1.0000   0.2366
  -8.500  -1.1125   0.02375   0.01595   0.0432   1.0000   0.2430
  -8.250  -1.0949   0.02365   0.01583   0.0449   0.9994   0.2493
  -8.000  -1.0692   0.02403   0.01622   0.0451   0.9962   0.2568
  -7.750  -1.0401   0.02470   0.01676   0.0446   0.9928   0.2645
  -7.500  -1.0113   0.02474   0.01689   0.0441   0.9864   0.2716
  -7.250  -0.9763   0.02526   0.01730   0.0425   0.9780   0.2796
  -6.750  -0.8597   0.02597   0.01796   0.0309   0.9429   0.3012
  -6.500  -0.8238   0.02588   0.01795   0.0294   0.9342   0.3097
  -6.250  -0.7970   0.02575   0.01770   0.0298   0.9251   0.3175
  -6.000  -0.7576   0.02564   0.01769   0.0275   0.9199   0.3261
  -5.750  -0.7317   0.02543   0.01744   0.0280   0.9117   0.3334
  -5.500  -0.6942   0.02520   0.01720   0.0261   0.9062   0.3411
  -5.250  -0.6493   0.02515   0.01717   0.0229   0.9033   0.3495
  -5.000  -0.6318   0.02476   0.01668   0.0251   0.8925   0.3566
  -4.750  -0.5877   0.02446   0.01650   0.0220   0.8894   0.3659
  -4.500  -0.5659   0.02411   0.01611   0.0233   0.8797   0.3738
  -4.250  -0.5255   0.02372   0.01577   0.0210   0.8756   0.3830
  -4.000  -0.4819   0.02340   0.01546   0.0182   0.8730   0.3933
  -3.750  -0.4615   0.02289   0.01497   0.0198   0.8617   0.4017
  -3.500  -0.4193   0.02241   0.01455   0.0173   0.8583   0.4124
  -3.000  -0.3578   0.02140   0.01363   0.0167   0.8435   0.4328
  -2.750  -0.3144   0.02078   0.01307   0.0140   0.8408   0.4451
  -2.500  -0.2951   0.02027   0.01260   0.0161   0.8280   0.4553
  -2.250  -0.2526   0.01954   0.01197   0.0136   0.8247   0.4686
  -2.000  -0.2330   0.01904   0.01149   0.0157   0.8113   0.4810
  -1.750  -0.1928   0.01819   0.01079   0.0138   0.8074   0.4970
  -1.500  -0.1737   0.01760   0.01030   0.0160   0.7925   0.5113
  -1.250  -0.1512   0.01697   0.00978   0.0176   0.7776   0.5294
  -1.000  -0.1233   0.01622   0.00919   0.0182   0.7624   0.5546
  -0.750  -0.0890   0.01527   0.00848   0.0176   0.7471   0.5948
  -0.250   0.2350   0.01426   0.00834  -0.0353   0.6849   0.8666
   0.000   0.2964   0.01488   0.00859  -0.0414   0.6455   0.8846
   0.250   0.3439   0.01569   0.00913  -0.0449   0.6166   0.8975
   0.500   0.3947   0.01648   0.00973  -0.0492   0.5923   0.9056
   0.750   0.4252   0.01708   0.01016  -0.0495   0.5756   0.9182
   1.000   0.4838   0.01774   0.01064  -0.0557   0.5585   0.9230
   1.250   0.5131   0.01824   0.01109  -0.0559   0.5456   0.9348
   1.500   0.5705   0.01867   0.01142  -0.0620   0.5323   0.9389
   1.750   0.6173   0.01906   0.01168  -0.0661   0.5210   0.9455
   2.000   0.6581   0.01938   0.01197  -0.0689   0.5112   0.9532
   2.250   0.7094   0.01962   0.01212  -0.0740   0.5012   0.9588
   2.500   0.7448   0.01992   0.01239  -0.0759   0.4931   0.9666
   2.750   0.7945   0.01997   0.01241  -0.0808   0.4843   0.9717
   3.000   0.8397   0.02025   0.01261  -0.0848   0.4764   0.9781
   3.250   0.8846   0.02019   0.01259  -0.0888   0.4683   0.9843
   3.500   0.9310   0.02031   0.01263  -0.0931   0.4609   0.9897
   3.750   0.9772   0.02032   0.01267  -0.0975   0.4539   0.9951
   4.000   1.0184   0.02024   0.01261  -0.1009   0.4464   1.0000
   4.250   1.0428   0.02047   0.01278  -0.1007   0.4410   1.0000
   4.500   1.0639   0.02072   0.01306  -0.0999   0.4355   1.0000
   4.750   1.0748   0.02087   0.01328  -0.0969   0.4300   1.0000
   5.000   1.0898   0.02104   0.01344  -0.0947   0.4242   1.0000
   5.250   1.1107   0.02131   0.01364  -0.0938   0.4173   1.0000
   5.500   1.1097   0.02138   0.01382  -0.0883   0.4108   1.0000
   5.750   1.1183   0.02150   0.01393  -0.0848   0.4043   1.0000
   6.000   1.1356   0.02175   0.01413  -0.0831   0.3976   1.0000
   6.250   1.1352   0.02186   0.01434  -0.0778   0.3914   1.0000
   6.500   1.1432   0.02200   0.01449  -0.0742   0.3854   1.0000
   6.750   1.1610   0.02225   0.01468  -0.0727   0.3791   1.0000
   7.000   1.1609   0.02239   0.01496  -0.0675   0.3735   1.0000
   7.250   1.1658   0.02254   0.01514  -0.0633   0.3673   1.0000
   7.500   1.1797   0.02276   0.01527  -0.0610   0.3607   1.0000
   7.750   1.1762   0.02292   0.01558  -0.0552   0.3546   1.0000
   8.000   1.1799   0.02310   0.01582  -0.0509   0.3485   1.0000
   8.250   1.1914   0.02333   0.01597  -0.0482   0.3423   1.0000
   8.500   1.1906   0.02357   0.01637  -0.0432   0.3362   1.0000
   8.750   1.1929   0.02379   0.01665  -0.0387   0.3297   1.0000
   9.000   1.1993   0.02406   0.01689  -0.0351   0.3232   1.0000
   9.250   1.1993   0.02437   0.01734  -0.0304   0.3159   1.0000
   9.500   1.2020   0.02468   0.01764  -0.0262   0.3087   1.0000
   9.750   1.2040   0.02506   0.01811  -0.0220   0.3008   1.0000
  10.000   1.2049   0.02547   0.01854  -0.0177   0.2921   1.0000
  10.250   1.2063   0.02595   0.01909  -0.0136   0.2825   1.0000
  10.500   1.2052   0.02654   0.01965  -0.0092   0.2725   1.0000
  10.750   1.2050   0.02717   0.02036  -0.0050   0.2597   1.0000
  11.000   1.2017   0.02799   0.02119  -0.0006   0.2444   1.0000
  11.250   1.1958   0.02903   0.02219   0.0040   0.2261   1.0000
  11.500   1.1857   0.03041   0.02349   0.0088   0.2014   1.0000
  11.750   1.1695   0.03230   0.02524   0.0141   0.1735   1.0000
  12.000   1.1509   0.03459   0.02737   0.0190   0.1496   1.0000
  12.250   1.1352   0.03694   0.02963   0.0232   0.1334   1.0000
  12.500   1.1187   0.03959   0.03223   0.0270   0.1214   1.0000
  12.750   1.1014   0.04254   0.03513   0.0303   0.1134   1.0000
  13.000   1.0915   0.04515   0.03778   0.0326   0.1070   1.0000
