  
       XFOIL         Version 6.99
  
 Calculated polar for: G52A12                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.200 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -13.000  -1.2344   0.02905   0.02195  -0.0206   1.0000   0.1145
 -12.750  -1.2479   0.02789   0.02089  -0.0141   1.0000   0.1306
 -12.500  -1.2589   0.02697   0.02007  -0.0077   1.0000   0.1520
 -12.250  -1.2659   0.02638   0.01953  -0.0016   1.0000   0.1722
 -12.000  -1.2699   0.02603   0.01916   0.0041   1.0000   0.1868
 -11.750  -1.2729   0.02577   0.01886   0.0098   1.0000   0.1975
 -11.500  -1.2691   0.02559   0.01854   0.0143   1.0000   0.2074
 -11.250  -1.2654   0.02540   0.01836   0.0188   1.0000   0.2156
 -11.000  -1.2583   0.02523   0.01804   0.0227   1.0000   0.2234
 -10.750  -1.2500   0.02507   0.01789   0.0264   1.0000   0.2296
 -10.500  -1.2414   0.02495   0.01763   0.0300   1.0000   0.2364
 -10.250  -1.2300   0.02474   0.01740   0.0330   1.0000   0.2419
 -10.000  -1.2192   0.02466   0.01728   0.0363   1.0000   0.2476
  -9.750  -1.2083   0.02453   0.01700   0.0395   1.0000   0.2533
  -9.500  -1.1944   0.02434   0.01683   0.0420   1.0000   0.2585
  -9.250  -1.1819   0.02429   0.01676   0.0449   1.0000   0.2639
  -9.000  -1.1699   0.02420   0.01654   0.0479   1.0000   0.2695
  -8.750  -1.1550   0.02403   0.01635   0.0502   1.0000   0.2743
  -8.500  -1.1406   0.02398   0.01631   0.0527   1.0000   0.2792
  -8.250  -1.1204   0.02413   0.01639   0.0540   0.9987   0.2846
  -8.000  -1.0913   0.02464   0.01680   0.0535   0.9949   0.2907
  -7.750  -1.0663   0.02500   0.01721   0.0538   0.9920   0.2962
  -7.500  -1.0299   0.02572   0.01784   0.0519   0.9843   0.3030
  -7.000  -0.9264   0.02665   0.01874   0.0427   0.9502   0.3194
  -6.750  -0.8875   0.02657   0.01848   0.0407   0.9386   0.3251
