  
       XFOIL         Version 6.99
  
 Calculated polar for: G80A12                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.200 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -13.000  -1.2104   0.03114   0.02379  -0.0216   1.0000   0.1172
 -12.750  -1.2088   0.03046   0.02301  -0.0173   1.0000   0.1234
 -12.500  -1.2094   0.02987   0.02246  -0.0126   1.0000   0.1288
 -12.250  -1.2074   0.02934   0.02183  -0.0081   1.0000   0.1356
 -12.000  -1.2071   0.02890   0.02142  -0.0033   1.0000   0.1417
 -11.750  -1.2052   0.02852   0.02092   0.0014   1.0000   0.1485
 -11.500  -1.2042   0.02821   0.02064   0.0063   1.0000   0.1543
 -11.250  -1.2031   0.02801   0.02026   0.0114   1.0000   0.1603
 -11.000  -1.1996   0.02769   0.02001   0.0159   1.0000   0.1658
 -10.750  -1.1977   0.02753   0.01978   0.0209   1.0000   0.1708
 -10.500  -1.1952   0.02733   0.01941   0.0259   1.0000   0.1757
 -10.250  -1.1850   0.02701   0.01917   0.0291   1.0000   0.1807
 -10.000  -1.1767   0.02683   0.01894   0.0329   1.0000   0.1856
  -9.750  -1.1707   0.02671   0.01863   0.0372   1.0000   0.1903
  -9.500  -1.1546   0.02631   0.01833   0.0393   1.0000   0.1952
  -9.250  -1.1428   0.02613   0.01812   0.0424   1.0000   0.1997
  -9.000  -1.1315   0.02595   0.01784   0.0457   1.0000   0.2044
  -8.750  -1.1161   0.02564   0.01747   0.0480   1.0000   0.2088
  -8.500  -1.1003   0.02538   0.01726   0.0502   1.0000   0.2130
  -8.250  -1.0814   0.02541   0.01725   0.0519   0.9990   0.2181
  -8.000  -1.0561   0.02578   0.01746   0.0523   0.9957   0.2231
  -7.750  -1.0200   0.02607   0.01786   0.0504   0.9928   0.2289
  -7.500  -0.9879   0.02616   0.01794   0.0493   0.9857   0.2345
  -7.000  -0.8766   0.02692   0.01870   0.0384   0.9544   0.2517
  -6.750  -0.8356   0.02713   0.01876   0.0360   0.9462   0.2593
  -6.500  -0.7998   0.02653   0.01831   0.0344   0.9369   0.2660
  -6.250  -0.7491   0.02657   0.01833   0.0299   0.9321   0.2730
  -6.000  -0.7225   0.02602   0.01773   0.0303   0.9224   0.2793
  -5.750  -0.6659   0.02580   0.01762   0.0247   0.9180   0.2881
  -5.500  -0.6425   0.02529   0.01706   0.0259   0.9078   0.2951
  -5.250  -0.5841   0.02484   0.01672   0.0200   0.9038   0.3052
  -5.000  -0.5604   0.02431   0.01618   0.0211   0.8935   0.3133
  -4.750  -0.5064   0.02375   0.01571   0.0162   0.8892   0.3248
  -4.500  -0.4833   0.02319   0.01513   0.0176   0.8784   0.3348
  -4.250  -0.4286   0.02238   0.01444   0.0127   0.8735   0.3479
  -4.000  -0.4035   0.02164   0.01369   0.0138   0.8603   0.3586
  -3.750  -0.3737   0.02078   0.01295   0.0141   0.8465   0.3703
  -3.500  -0.3462   0.01996   0.01218   0.0148   0.8297   0.3823
  -3.000  -0.2946   0.01802   0.01032   0.0174   0.7381   0.4084
  -2.750  -0.1185   0.01552   0.00709  -0.0112   0.6127   0.4476
  -2.500  -0.0914   0.01565   0.00698  -0.0111   0.5761   0.4642
  -2.250  -0.0644   0.01561   0.00691  -0.0110   0.5554   0.4821
  -2.000  -0.0390   0.01555   0.00686  -0.0106   0.5407   0.5032
  -1.500   0.0091   0.01523   0.00676  -0.0092   0.5191   0.5673
  -1.250   0.0489   0.01482   0.00677  -0.0119   0.5099   0.6562
  -1.000   0.2678   0.01764   0.01011  -0.0498   0.4912   0.8578
  -0.750   0.3080   0.01853   0.01087  -0.0516   0.4846   0.8815
  -0.500   0.3502   0.01930   0.01159  -0.0540   0.4779   0.8971
  -0.250   0.3956   0.02001   0.01221  -0.0572   0.4718   0.9098
   0.000   0.4471   0.02082   0.01284  -0.0619   0.4662   0.9221
   0.250   0.5109   0.02126   0.01326  -0.0692   0.4601   0.9277
   0.500   0.5531   0.02174   0.01371  -0.0721   0.4548   0.9387
   0.750   0.6177   0.02200   0.01387  -0.0798   0.4488   0.9445
   1.000   0.6765   0.02258   0.01431  -0.0865   0.4439   0.9534
   1.250   0.7264   0.02253   0.01431  -0.0912   0.4390   0.9603
   1.500   0.7725   0.02264   0.01441  -0.0952   0.4337   0.9695
   1.750   0.8256   0.02273   0.01444  -0.1009   0.4291   0.9776
   2.000   0.8978   0.02292   0.01449  -0.1108   0.4240   0.9837
   2.250   0.9555   0.02255   0.01420  -0.1175   0.4193   0.9948
   2.500   0.9981   0.02225   0.01393  -0.1212   0.4148   1.0000
   2.750   1.0206   0.02243   0.01412  -0.1206   0.4112   1.0000
   3.000   1.0474   0.02267   0.01434  -0.1210   0.4080   1.0000
   3.250   1.0812   0.02304   0.01463  -0.1229   0.4045   1.0000
   3.500   1.1085   0.02343   0.01505  -0.1233   0.4011   1.0000
   3.750   1.1197   0.02357   0.01529  -0.1203   0.3978   1.0000
   4.000   1.1367   0.02379   0.01558  -0.1185   0.3946   1.0000
   4.250   1.1565   0.02404   0.01586  -0.1172   0.3914   1.0000
   4.500   1.1786   0.02430   0.01614  -0.1165   0.3883   1.0000
   4.750   1.2064   0.02464   0.01645  -0.1170   0.3853   1.0000
   5.000   1.2397   0.02526   0.01704  -0.1188   0.3817   1.0000
   5.250   1.2486   0.02545   0.01738  -0.1153   0.3790   1.0000
   5.500   1.2580   0.02567   0.01770  -0.1118   0.3754   1.0000
   5.750   1.2693   0.02584   0.01794  -0.1088   0.3716   1.0000
   6.000   1.2840   0.02594   0.01803  -0.1064   0.3676   1.0000
   6.250   1.3134   0.02628   0.01823  -0.1073   0.3621   1.0000
   6.500   1.3080   0.02629   0.01841  -0.1006   0.3587   1.0000
   6.750   1.3035   0.02628   0.01851  -0.0942   0.3545   1.0000
   7.000   1.3109   0.02639   0.01867  -0.0904   0.3509   1.0000
   7.250   1.3231   0.02643   0.01870  -0.0875   0.3472   1.0000
