  
       XFOIL         Version 6.99
  
 Calculated polar for: G63A14                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.200 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -13.000  -1.1918   0.03233   0.02486  -0.0302   1.0000   0.1043
 -12.750  -1.1922   0.03150   0.02393  -0.0260   1.0000   0.1086
 -12.500  -1.1971   0.03054   0.02302  -0.0210   1.0000   0.1127
 -12.250  -1.1975   0.02979   0.02222  -0.0164   1.0000   0.1178
 -12.000  -1.1997   0.02901   0.02145  -0.0115   1.0000   0.1230
 -11.750  -1.1995   0.02839   0.02078  -0.0068   1.0000   0.1303
 -11.500  -1.2013   0.02774   0.02019  -0.0016   1.0000   0.1369
 -11.250  -1.2008   0.02721   0.01962   0.0032   1.0000   0.1460
 -11.000  -1.2003   0.02679   0.01918   0.0082   1.0000   0.1555
 -10.750  -1.2007   0.02635   0.01878   0.0134   1.0000   0.1634
 -10.500  -1.1960   0.02602   0.01839   0.0177   1.0000   0.1731
 -10.250  -1.1898   0.02573   0.01808   0.0217   1.0000   0.1818
 -10.000  -1.1818   0.02543   0.01777   0.0254   1.0000   0.1899
  -9.750  -1.1726   0.02522   0.01749   0.0289   1.0000   0.1977
  -9.500  -1.1624   0.02496   0.01721   0.0321   1.0000   0.2049
  -9.250  -1.1516   0.02478   0.01700   0.0353   1.0000   0.2118
  -9.000  -1.1399   0.02459   0.01671   0.0383   1.0000   0.2188
  -8.750  -1.1272   0.02437   0.01654   0.0411   1.0000   0.2249
  -8.500  -1.1149   0.02426   0.01633   0.0441   1.0000   0.2316
  -8.250  -1.1002   0.02401   0.01609   0.0465   1.0000   0.2374
  -8.000  -1.0845   0.02397   0.01606   0.0486   0.9996   0.2436
  -7.750  -1.0590   0.02444   0.01636   0.0490   0.9965   0.2509
  -7.500  -1.0254   0.02502   0.01706   0.0475   0.9926   0.2580
  -7.250  -0.9907   0.02546   0.01742   0.0460   0.9846   0.2660
  -7.000  -0.9593   0.02561   0.01760   0.0451   0.9769   0.2734
  -6.750  -0.9037   0.02625   0.01821   0.0398   0.9609   0.2830
  -6.500  -0.8584   0.02634   0.01831   0.0364   0.9481   0.2922
  -6.250  -0.8283   0.02632   0.01828   0.0362   0.9376   0.3013
  -6.000  -0.7843   0.02657   0.01853   0.0330   0.9328   0.3105
  -5.750  -0.7607   0.02617   0.01815   0.0340   0.9225   0.3173
  -5.500  -0.7180   0.02632   0.01819   0.0313   0.9180   0.3260
  -5.250  -0.6918   0.02577   0.01774   0.0316   0.9082   0.3324
  -5.000  -0.6465   0.02577   0.01770   0.0284   0.9046   0.3412
  -4.750  -0.6245   0.02527   0.01720   0.0297   0.8943   0.3484
  -4.500  -0.5815   0.02508   0.01706   0.0269   0.8907   0.3574
  -4.250  -0.5590   0.02472   0.01662   0.0282   0.8808   0.3652
  -4.000  -0.5151   0.02429   0.01631   0.0251   0.8768   0.3745
  -3.750  -0.4698   0.02396   0.01594   0.0221   0.8736   0.3852
  -3.500  -0.4464   0.02333   0.01540   0.0232   0.8625   0.3932
  -3.250  -0.4025   0.02286   0.01495   0.0204   0.8593   0.4036
  -3.000  -0.3799   0.02229   0.01442   0.0217   0.8479   0.4124
  -2.750  -0.3372   0.02168   0.01387   0.0192   0.8439   0.4239
  -2.500  -0.3130   0.02106   0.01329   0.0203   0.8317   0.4335
  -2.250  -0.2710   0.02033   0.01264   0.0180   0.8271   0.4459
  -2.000  -0.2481   0.01971   0.01209   0.0194   0.8134   0.4564
  -1.250  -0.1720   0.01768   0.01030   0.0226   0.7640   0.4963
  -0.750  -0.0776   0.01539   0.00824   0.0165   0.7198   0.5472
  -0.500   0.0069   0.01370   0.00676   0.0060   0.6821   0.6200
   0.000   0.3013   0.01606   0.00931  -0.0416   0.5824   0.8862
   0.250   0.3386   0.01688   0.00996  -0.0430   0.5633   0.9020
   0.500   0.3887   0.01770   0.01063  -0.0471   0.5468   0.9126
   1.000   0.4791   0.01896   0.01164  -0.0538   0.5214   0.9322
   1.250   0.5369   0.01947   0.01203  -0.0600   0.5097   0.9385
   1.500   0.5825   0.01986   0.01234  -0.0637   0.4995   0.9462
   2.000   0.6806   0.02042   0.01277  -0.0728   0.4816   0.9602
   2.250   0.7312   0.02076   0.01295  -0.0778   0.4733   0.9671
   2.500   0.7764   0.02077   0.01301  -0.0817   0.4652   0.9739
   2.750   0.8179   0.02094   0.01314  -0.0849   0.4584   0.9807
   3.000   0.8757   0.02096   0.01308  -0.0916   0.4510   0.9859
   3.250   0.9174   0.02092   0.01308  -0.0949   0.4435   0.9933
   3.500   0.9707   0.02075   0.01286  -0.1008   0.4364   0.9992
   3.750   1.0051   0.02098   0.01304  -0.1027   0.4306   1.0000
   4.000   1.0158   0.02110   0.01324  -0.0996   0.4253   1.0000
   4.250   1.0340   0.02128   0.01343  -0.0981   0.4200   1.0000
   4.500   1.0593   0.02152   0.01362  -0.0981   0.4152   1.0000
   4.750   1.0857   0.02185   0.01395  -0.0983   0.4101   1.0000
   5.000   1.0962   0.02201   0.01420  -0.0952   0.4053   1.0000
   5.250   1.1095   0.02218   0.01439  -0.0926   0.3999   1.0000
   5.500   1.1322   0.02243   0.01458  -0.0920   0.3947   1.0000
   5.750   1.1454   0.02268   0.01487  -0.0895   0.3889   1.0000
   6.000   1.1480   0.02277   0.01505  -0.0847   0.3831   1.0000
   6.250   1.1560   0.02286   0.01512  -0.0811   0.3769   1.0000
   6.500   1.1747   0.02314   0.01534  -0.0797   0.3710   1.0000
   6.750   1.1751   0.02327   0.01561  -0.0745   0.3659   1.0000
   7.000   1.1821   0.02341   0.01579  -0.0707   0.3604   1.0000
   7.250   1.1955   0.02358   0.01592  -0.0683   0.3553   1.0000
   7.500   1.2020   0.02380   0.01620  -0.0645   0.3497   1.0000
   7.750   1.2051   0.02398   0.01647  -0.0600   0.3444   1.0000
   8.000   1.2094   0.02410   0.01661  -0.0557   0.3387   1.0000
   8.250   1.2201   0.02432   0.01679  -0.0528   0.3331   1.0000
   8.500   1.2191   0.02453   0.01714  -0.0477   0.3274   1.0000
   8.750   1.2233   0.02473   0.01740  -0.0436   0.3220   1.0000
   9.000   1.2329   0.02495   0.01755  -0.0405   0.3165   1.0000
   9.250   1.2343   0.02526   0.01801  -0.0360   0.3109   1.0000
   9.500   1.2365   0.02554   0.01836  -0.0317   0.3049   1.0000
   9.750   1.2429   0.02582   0.01860  -0.0282   0.2991   1.0000
  10.000   1.2441   0.02621   0.01912  -0.0238   0.2926   1.0000
  10.250   1.2453   0.02658   0.01954  -0.0195   0.2854   1.0000
  10.500   1.2479   0.02702   0.01999  -0.0156   0.2786   1.0000
  10.750   1.2476   0.02752   0.02059  -0.0113   0.2697   1.0000
  11.000   1.2488   0.02809   0.02115  -0.0073   0.2622   1.0000
  11.250   1.2482   0.02873   0.02187  -0.0032   0.2519   1.0000
  11.500   1.2473   0.02948   0.02267   0.0009   0.2413   1.0000
  11.750   1.2429   0.03043   0.02362   0.0052   0.2284   1.0000
  12.000   1.2372   0.03156   0.02475   0.0095   0.2130   1.0000
  12.250   1.2283   0.03300   0.02616   0.0139   0.1932   1.0000
  12.500   1.2116   0.03503   0.02808   0.0189   0.1713   1.0000
  12.750   1.1951   0.03734   0.03030   0.0233   0.1502   1.0000
  13.000   1.1760   0.04008   0.03296   0.0273   0.1349   1.0000
