  
       XFOIL         Version 6.99
  
 Calculated polar for: G89A3                                           
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.200 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -13.000  -1.1610   0.03341   0.02577  -0.0279   1.0000   0.0958
 -12.750  -1.1615   0.03247   0.02487  -0.0236   1.0000   0.0989
 -12.500  -1.1587   0.03172   0.02404  -0.0197   1.0000   0.1027
 -12.250  -1.1570   0.03087   0.02317  -0.0155   1.0000   0.1066
 -12.000  -1.1552   0.03015   0.02247  -0.0113   1.0000   0.1113
 -11.750  -1.1509   0.02948   0.02173  -0.0073   1.0000   0.1166
 -11.500  -1.1486   0.02883   0.02113  -0.0030   1.0000   0.1222
 -11.250  -1.1443   0.02825   0.02051   0.0011   1.0000   0.1293
 -11.000  -1.1400   0.02774   0.02000   0.0053   1.0000   0.1368
 -10.750  -1.1363   0.02722   0.01950   0.0096   1.0000   0.1449
 -10.500  -1.1301   0.02688   0.01906   0.0136   1.0000   0.1538
 -10.250  -1.1260   0.02649   0.01874   0.0180   1.0000   0.1616
 -10.000  -1.1195   0.02619   0.01837   0.0220   1.0000   0.1701
  -9.750  -1.1138   0.02594   0.01812   0.0262   1.0000   0.1773
  -9.500  -1.1061   0.02569   0.01779   0.0300   1.0000   0.1846
  -9.250  -1.0994   0.02546   0.01759   0.0340   1.0000   0.1909
  -9.000  -1.0933   0.02535   0.01734   0.0383   1.0000   0.1974
  -8.750  -1.0813   0.02501   0.01707   0.0413   1.0000   0.2037
  -8.500  -1.0705   0.02495   0.01697   0.0446   0.9997   0.2101
  -8.250  -1.0491   0.02505   0.01700   0.0457   0.9978   0.2174
  -7.750  -0.9965   0.02569   0.01755   0.0460   0.9899   0.2317
  -7.250  -0.8913   0.02656   0.01843   0.0359   0.9630   0.2516
  -7.000  -0.8481   0.02642   0.01838   0.0328   0.9520   0.2600
  -6.500  -0.7677   0.02623   0.01819   0.0281   0.9365   0.2791
  -6.250  -0.7378   0.02585   0.01776   0.0279   0.9263   0.2889
  -6.000  -0.6939   0.02562   0.01762   0.0248   0.9203   0.2999
  -5.750  -0.6615   0.02512   0.01712   0.0241   0.9118   0.3094
  -5.500  -0.6093   0.02485   0.01690   0.0194   0.9080   0.3211
  -5.250  -0.5813   0.02415   0.01623   0.0196   0.8976   0.3302
  -5.000  -0.5290   0.02369   0.01578   0.0150   0.8938   0.3434
  -4.750  -0.5011   0.02290   0.01509   0.0154   0.8823   0.3536
  -4.500  -0.4727   0.02223   0.01438   0.0158   0.8715   0.3663
  -4.250  -0.4197   0.02123   0.01351   0.0113   0.8641   0.3812
  -4.000  -0.3914   0.02032   0.01267   0.0117   0.8488   0.3937
  -3.750  -0.3847   0.01965   0.01203   0.0166   0.8210   0.4046
  -3.500  -0.3726   0.01891   0.01137   0.0204   0.7710   0.4165
  -3.250  -0.1903   0.01552   0.00748  -0.0089   0.6544   0.4575
  -3.000  -0.1471   0.01548   0.00710  -0.0121   0.5994   0.4781
  -2.750  -0.1222   0.01547   0.00700  -0.0116   0.5734   0.4984
  -2.500  -0.0973   0.01538   0.00691  -0.0110   0.5578   0.5226
  -2.250  -0.0740   0.01524   0.00684  -0.0102   0.5455   0.5535
  -2.000  -0.0489   0.01497   0.00677  -0.0097   0.5358   0.6007
