  
       XFOIL         Version 6.99
  
 Calculated polar for: G31A8                                           
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.200 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -13.000  -1.1286   0.03124   0.02400  -0.0352   1.0000   0.0960
 -12.750  -1.1503   0.02983   0.02256  -0.0286   1.0000   0.0988
 -12.500  -1.1701   0.02864   0.02135  -0.0216   1.0000   0.1032
 -12.250  -1.1910   0.02758   0.02027  -0.0139   1.0000   0.1092
 -12.000  -1.2123   0.02662   0.01932  -0.0059   1.0000   0.1172
 -11.750  -1.2330   0.02537   0.01820   0.0020   1.0000   0.1351
 -11.500  -1.2523   0.02392   0.01709   0.0095   1.0000   0.1793
 -11.250  -1.2596   0.02312   0.01653   0.0155   1.0000   0.2270
 -11.000  -1.2564   0.02289   0.01638   0.0198   1.0000   0.2526
 -10.750  -1.2483   0.02286   0.01631   0.0234   1.0000   0.2681
 -10.500  -1.2381   0.02288   0.01625   0.0266   1.0000   0.2794
 -10.250  -1.2274   0.02293   0.01618   0.0297   1.0000   0.2892
  -9.750  -1.1320   0.02511   0.01821   0.0219   0.9786   0.3109
  -9.500  -1.0978   0.02577   0.01882   0.0207   0.9716   0.3189
  -9.250  -1.0706   0.02594   0.01883   0.0208   0.9629   0.3256
  -9.000  -1.0319   0.02649   0.01942   0.0187   0.9579   0.3309
  -8.750  -1.0085   0.02662   0.01945   0.0196   0.9499   0.3369
  -8.500  -0.9773   0.02675   0.01942   0.0188   0.9446   0.3428
  -8.250  -0.9463   0.02688   0.01963   0.0182   0.9383   0.3472
  -8.000  -0.9177   0.02702   0.01973   0.0181   0.9320   0.3526
  -7.750  -0.8821   0.02738   0.01987   0.0166   0.9281   0.3600
  -7.500  -0.8615   0.02712   0.01974   0.0180   0.9195   0.3645
  -7.250  -0.8257   0.02725   0.01987   0.0165   0.9151   0.3700
  -7.000  -0.7850   0.02718   0.01967   0.0140   0.9125   0.3747
  -6.750  -0.7737   0.02681   0.01914   0.0171   0.9020   0.3778
  -6.500  -0.7334   0.02638   0.01871   0.0146   0.8988   0.3816
  -6.250  -0.6940   0.02617   0.01850   0.0123   0.8957   0.3850
  -6.000  -0.6766   0.02583   0.01813   0.0143   0.8858   0.3880
  -5.750  -0.6374   0.02553   0.01774   0.0121   0.8826   0.3921
  -5.500  -0.5973   0.02526   0.01735   0.0098   0.8801   0.3961
  -5.250  -0.5839   0.02487   0.01688   0.0126   0.8690   0.3991
  -5.000  -0.5412   0.02439   0.01646   0.0098   0.8663   0.4030
  -4.750  -0.4971   0.02400   0.01607   0.0068   0.8644   0.4069
  -4.500  -0.4846   0.02376   0.01579   0.0098   0.8527   0.4101
  -4.250  -0.4444   0.02333   0.01528   0.0076   0.8499   0.4143
  -4.000  -0.4024   0.02284   0.01470   0.0050   0.8479   0.4184
  -3.750  -0.3872   0.02253   0.01444   0.0075   0.8364   0.4216
  -3.500  -0.3461   0.02202   0.01397   0.0051   0.8336   0.4257
  -3.250  -0.3033   0.02147   0.01341   0.0025   0.8317   0.4299
  -2.750  -0.2498   0.02079   0.01261   0.0033   0.8172   0.4375
  -2.500  -0.2056   0.02004   0.01196   0.0004   0.8155   0.4421
  -2.250  -0.1616   0.01935   0.01131  -0.0024   0.8141   0.4465
  -1.750  -0.1056   0.01851   0.01044  -0.0019   0.7992   0.4550
  -1.500  -0.0589   0.01775   0.00971  -0.0053   0.7973   0.4598
  -1.000   0.0070   0.01678   0.00883  -0.0068   0.7815   0.4689
  -0.500   0.0817   0.01582   0.00788  -0.0101   0.7643   0.4794
  -0.250   0.1144   0.01545   0.00758  -0.0109   0.7522   0.4849
   0.000   0.1721   0.01484   0.00696  -0.0167   0.7442   0.4921
   0.250   0.2026   0.01464   0.00673  -0.0171   0.7287   0.4976
   0.500   0.2386   0.01436   0.00651  -0.0188   0.7131   0.5044
   0.750   0.2735   0.01421   0.00634  -0.0202   0.6972   0.5127
   1.000   0.3077   0.01408   0.00621  -0.0215   0.6811   0.5211
   1.250   0.3394   0.01401   0.00614  -0.0224   0.6652   0.5310
   1.500   0.3699   0.01398   0.00611  -0.0230   0.6496   0.5420
   2.000   0.4132   0.01396   0.00621  -0.0206   0.6199   0.5764
   2.250   0.4278   0.01386   0.00631  -0.0179   0.6060   0.6083
   3.000   0.6677   0.01560   0.00904  -0.0499   0.5540   0.9235
   3.250   0.7133   0.01624   0.00957  -0.0534   0.5409   0.9381
   3.500   0.7449   0.01674   0.01006  -0.0542   0.5276   0.9516
   3.750   0.7996   0.01723   0.01053  -0.0599   0.5138   0.9585
   4.000   0.8441   0.01771   0.01092  -0.0635   0.5022   0.9679
   4.250   0.8924   0.01802   0.01125  -0.0681   0.4897   0.9754
   4.500   0.9360   0.01832   0.01154  -0.0717   0.4774   0.9832
   4.750   0.9773   0.01852   0.01168  -0.0750   0.4630   0.9907
   5.000   1.0170   0.01863   0.01171  -0.0780   0.4479   0.9974
   5.250   1.0302   0.01871   0.01185  -0.0756   0.4364   1.0000
   5.500   1.0384   0.01892   0.01201  -0.0721   0.4272   1.0000
   5.750   1.0414   0.01908   0.01222  -0.0676   0.4184   1.0000
   6.000   1.0496   0.01932   0.01239  -0.0641   0.4096   1.0000
   6.250   1.0512   0.01949   0.01263  -0.0594   0.4005   1.0000
   6.500   1.0581   0.01974   0.01283  -0.0557   0.3916   1.0000
   6.750   1.0583   0.01995   0.01308  -0.0508   0.3820   1.0000
   7.000   1.0651   0.02022   0.01332  -0.0472   0.3735   1.0000
   7.250   1.0674   0.02046   0.01362  -0.0427   0.3645   1.0000
   7.500   1.0733   0.02077   0.01390  -0.0390   0.3559   1.0000
   7.750   1.0755   0.02106   0.01425  -0.0346   0.3464   1.0000
   8.000   1.0798   0.02140   0.01458  -0.0306   0.3374   1.0000
   8.250   1.0824   0.02175   0.01497  -0.0265   0.3273   1.0000
   8.500   1.0853   0.02215   0.01539  -0.0224   0.3169   1.0000
   8.750   1.0867   0.02262   0.01584  -0.0182   0.3061   1.0000
   9.000   1.0888   0.02310   0.01638  -0.0142   0.2935   1.0000
   9.250   1.0900   0.02368   0.01697  -0.0102   0.2801   1.0000
   9.500   1.0890   0.02439   0.01766  -0.0060   0.2637   1.0000
   9.750   1.0865   0.02525   0.01848  -0.0017   0.2443   1.0000
  10.000   1.0800   0.02638   0.01951   0.0029   0.2202   1.0000
  10.250   1.0692   0.02789   0.02086   0.0077   0.1882   1.0000
  10.500   1.0552   0.02978   0.02255   0.0125   0.1556   1.0000
  10.750   1.0405   0.03194   0.02452   0.0169   0.1318   1.0000
  11.000   1.0305   0.03400   0.02648   0.0205   0.1180   1.0000
  11.250   1.0202   0.03624   0.02864   0.0238   0.1086   1.0000
  11.500   1.0153   0.03826   0.03067   0.0264   0.1017   1.0000
  11.750   1.0072   0.04063   0.03301   0.0288   0.0966   1.0000
  12.000   1.0048   0.04269   0.03513   0.0307   0.0914   1.0000
  12.250   0.9989   0.04511   0.03750   0.0326   0.0880   1.0000
  12.500   0.9987   0.04716   0.03961   0.0340   0.0844   1.0000
  12.750   0.9988   0.04925   0.04174   0.0353   0.0811   1.0000
  13.000   0.9976   0.05144   0.04388   0.0365   0.0782   1.0000
