  
       XFOIL         Version 6.99
  
 Calculated polar for: G48A5                                           
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.200 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -13.000  -1.1640   0.03183   0.02447  -0.0315   1.0000   0.0981
 -12.750  -1.1749   0.03063   0.02324  -0.0260   1.0000   0.1023
 -12.500  -1.1857   0.02953   0.02210  -0.0202   1.0000   0.1068
 -12.250  -1.1982   0.02844   0.02102  -0.0139   1.0000   0.1129
 -12.000  -1.2106   0.02742   0.02004  -0.0073   1.0000   0.1215
 -11.750  -1.2229   0.02646   0.01915  -0.0005   1.0000   0.1345
 -11.500  -1.2359   0.02556   0.01837   0.0065   1.0000   0.1548
 -11.250  -1.2434   0.02480   0.01774   0.0127   1.0000   0.1817
 -11.000  -1.2446   0.02426   0.01731   0.0179   1.0000   0.2051
 -10.750  -1.2400   0.02397   0.01701   0.0222   1.0000   0.2235
 -10.500  -1.2334   0.02376   0.01678   0.0261   1.0000   0.2367
 -10.250  -1.2242   0.02361   0.01657   0.0296   1.0000   0.2474
 -10.000  -1.2144   0.02352   0.01638   0.0330   1.0000   0.2575
  -9.750  -1.2036   0.02340   0.01626   0.0362   1.0000   0.2651
  -9.500  -1.1923   0.02335   0.01612   0.0393   1.0000   0.2731
  -9.250  -1.1802   0.02327   0.01601   0.0422   1.0000   0.2801
  -9.000  -1.1676   0.02326   0.01596   0.0451   1.0000   0.2865
  -8.750  -1.1557   0.02321   0.01574   0.0481   1.0000   0.2931
  -8.500  -1.1381   0.02326   0.01586   0.0499   0.9995   0.2986
  -8.250  -1.1119   0.02386   0.01640   0.0500   0.9961   0.3059
  -8.000  -1.0845   0.02449   0.01692   0.0499   0.9927   0.3129
  -7.750  -1.0511   0.02505   0.01752   0.0486   0.9852   0.3195
  -7.250  -0.9512   0.02620   0.01855   0.0401   0.9534   0.3355
  -7.000  -0.9106   0.02650   0.01877   0.0378   0.9423   0.3436
  -6.750  -0.8703   0.02658   0.01881   0.0355   0.9340   0.3513
  -6.500  -0.8416   0.02639   0.01865   0.0354   0.9244   0.3568
  -6.250  -0.8018   0.02648   0.01864   0.0332   0.9195   0.3635
  -6.000  -0.7785   0.02608   0.01812   0.0341   0.9101   0.3679
  -5.750  -0.7351   0.02581   0.01791   0.0310   0.9059   0.3726
  -5.250  -0.6719   0.02532   0.01733   0.0298   0.8922   0.3834
  -5.000  -0.6289   0.02506   0.01701   0.0269   0.8894   0.3889
  -4.750  -0.6059   0.02460   0.01660   0.0278   0.8794   0.3931
  -4.500  -0.5648   0.02430   0.01630   0.0254   0.8756   0.3991
  -4.250  -0.5222   0.02400   0.01590   0.0228   0.8728   0.4053
  -4.000  -0.5001   0.02343   0.01535   0.0240   0.8616   0.4099
  -3.750  -0.4559   0.02296   0.01493   0.0210   0.8588   0.4154
  -3.250  -0.3959   0.02212   0.01400   0.0207   0.8439   0.4268
  -3.000  -0.3574   0.02149   0.01347   0.0188   0.8385   0.4328
  -2.750  -0.3282   0.02095   0.01297   0.0188   0.8289   0.4383
  -2.500  -0.2865   0.02036   0.01235   0.0165   0.8257   0.4452
  -2.250  -0.2636   0.01984   0.01187   0.0178   0.8129   0.4507
  -2.000  -0.2215   0.01909   0.01119   0.0154   0.8090   0.4575
  -1.750  -0.1998   0.01860   0.01071   0.0170   0.7952   0.4637
  -1.250  -0.1314   0.01721   0.00941   0.0155   0.7740   0.4777
  -1.000  -0.0977   0.01663   0.00882   0.0148   0.7576   0.4859
  -0.750  -0.0515   0.01584   0.00808   0.0115   0.7404   0.4949
  -0.500   0.0093   0.01499   0.00719   0.0054   0.7190   0.5069
  -0.250   0.0734   0.01433   0.00647  -0.0018   0.6902   0.5208
   0.000   0.1299   0.01403   0.00606  -0.0076   0.6622   0.5365
   0.250   0.1632   0.01399   0.00597  -0.0088   0.6375   0.5542
   0.500   0.1899   0.01393   0.00596  -0.0087   0.6173   0.5790
   0.750   0.2136   0.01376   0.00597  -0.0079   0.6010   0.6235
   1.250   0.4455   0.01557   0.00859  -0.0443   0.5598   0.8890
   1.500   0.4866   0.01633   0.00925  -0.0466   0.5482   0.9065
   1.750   0.5262   0.01700   0.00986  -0.0488   0.5374   0.9207
   2.000   0.5839   0.01769   0.01043  -0.0548   0.5266   0.9291
   2.250   0.6249   0.01819   0.01092  -0.0576   0.5174   0.9386
   2.500   0.6777   0.01868   0.01132  -0.0628   0.5082   0.9458
   2.750   0.7216   0.01910   0.01173  -0.0663   0.4999   0.9539
   3.000   0.7738   0.01942   0.01204  -0.0716   0.4918   0.9604
   3.250   0.8225   0.01985   0.01238  -0.0763   0.4845   0.9674
   3.500   0.8676   0.01995   0.01255  -0.0802   0.4765   0.9733
   3.750   0.9126   0.02026   0.01281  -0.0842   0.4697   0.9807
   4.000   0.9655   0.02036   0.01292  -0.0899   0.4621   0.9857
   4.500   1.0629   0.02063   0.01313  -0.0997   0.4467   0.9967
   4.750   1.0713   0.02047   0.01310  -0.0961   0.4383   1.0000
   5.000   1.0820   0.02060   0.01319  -0.0931   0.4313   1.0000
   5.250   1.0944   0.02079   0.01338  -0.0904   0.4244   1.0000
   5.500   1.0987   0.02090   0.01356  -0.0860   0.4181   1.0000
   5.750   1.1101   0.02104   0.01368  -0.0831   0.4116   1.0000
   6.000   1.1205   0.02123   0.01389  -0.0800   0.4051   1.0000
   6.250   1.1235   0.02136   0.01409  -0.0754   0.3987   1.0000
   6.500   1.1334   0.02151   0.01421  -0.0722   0.3923   1.0000
   6.750   1.1395   0.02169   0.01444  -0.0683   0.3856   1.0000
   7.000   1.1410   0.02182   0.01465  -0.0635   0.3787   1.0000
   7.250   1.1502   0.02199   0.01476  -0.0602   0.3719   1.0000
   7.500   1.1510   0.02218   0.01506  -0.0553   0.3652   1.0000
   7.750   1.1540   0.02236   0.01531  -0.0508   0.3585   1.0000
   8.000   1.1619   0.02258   0.01547  -0.0474   0.3517   1.0000
   8.250   1.1604   0.02280   0.01584  -0.0422   0.3441   1.0000
   8.500   1.1630   0.02303   0.01607  -0.0378   0.3365   1.0000
   8.750   1.1655   0.02331   0.01645  -0.0335   0.3286   1.0000
   9.000   1.1666   0.02361   0.01677  -0.0290   0.3198   1.0000
   9.250   1.1679   0.02396   0.01720  -0.0246   0.3099   1.0000
   9.500   1.1672   0.02440   0.01761  -0.0199   0.2994   1.0000
   9.750   1.1661   0.02490   0.01817  -0.0153   0.2856   1.0000
  10.000   1.1633   0.02553   0.01881  -0.0106   0.2691   1.0000
  10.250   1.1574   0.02638   0.01960  -0.0056   0.2484   1.0000
  10.500   1.1464   0.02758   0.02068  -0.0001   0.2188   1.0000
  10.750   1.1304   0.02923   0.02215   0.0057   0.1841   1.0000
  11.000   1.1108   0.03131   0.02401   0.0114   0.1520   1.0000
  11.500   1.0770   0.03585   0.02833   0.0209   0.1197   1.0000
  11.750   1.0654   0.03809   0.03056   0.0245   0.1111   1.0000
  12.000   1.0529   0.04058   0.03304   0.0277   0.1051   1.0000
  12.250   1.0440   0.04299   0.03549   0.0302   0.1000   1.0000
  12.500   1.0310   0.04590   0.03837   0.0327   0.0965   1.0000
  12.750   1.0269   0.04825   0.04080   0.0343   0.0922   1.0000
  13.000   1.0207   0.05086   0.04344   0.0358   0.0889   1.0000
